"t","x","y","z","Absolute"
2.251453296E1,9.096284180E0,1.347198486E-3,3.247047729E0,9.658452601E0
2.252457396E1,9.047785034E0,6.436614990E-3,3.360362091E0,9.651657310E0
2.253461596E1,8.993148651E0,-5.837860107E-3,3.434757385E0,9.626749973E0
2.254465696E1,8.942553864E0,3.293151855E-3,3.533102875E0,9.615201317E0
2.255469896E1,8.902886353E0,9.131011963E-3,3.776047668E0,9.670574170E0
2.256473996E1,8.858877869E0,-5.987548828E-3,3.995790710E0,9.718338147E0
2.257478196E1,8.809031525E0,4.939727783E-3,4.184847565E0,9.752538641E0
2.258482296E1,8.760682068E0,1.691482544E-2,4.412075043E0,9.808987847E0
2.259486496E1,8.717122650E0,2.050735474E-2,4.589456177E0,9.851484956E0
2.260490596E1,8.699758759E0,5.298980713E-2,4.768633575E0,9.921112667E0
2.261494796E1,8.660989380E0,6.152206421E-2,4.897365875E0,9.949910277E0
2.262498996E1,8.636889496E0,5.912704468E-2,5.050347748E0,1.000526704E1
2.263503096E1,8.606053619E0,-1.901046753E-2,5.042264557E0,9.974414878E0
2.264507296E1,8.506959686E0,-2.829116821E-2,4.818629608E0,9.776929722E0
2.265511396E1,8.461753693E0,-1.871109009E-2,4.718787231E0,9.688579803E0
2.266515596E1,8.405919800E0,-2.754272461E-2,4.729415131E0,9.645082362E0
2.267519696E1,8.409063263E0,5.089416504E-2,4.871020660E0,9.718115941E0
2.268523896E1,8.399483185E0,1.071771240E-1,5.061424713E0,9.807182309E0
2.269528383E1,8.361761627E0,1.338217163E-1,5.191803589E0,9.843362752E0
2.270532583E1,8.310717773E0,1.393601990E-1,5.304519196E0,9.860292849E0
2.271536683E1,8.271199951E0,1.294807434E-1,5.539380798E0,9.955614171E0
2.272540883E1,8.092621307E0,6.586303711E-3,5.756579132E0,9.931201655E0
2.273544983E1,8.024962006E0,-2.694396973E-3,5.793402557E0,9.897653037E0
2.274549183E1,7.996072083E0,3.143463135E-3,5.713618469E0,9.827645427E0
2.275553283E1,7.926167450E0,-3.338058472E-2,5.617069244E0,9.714767707E0
2.276557483E1,7.843239899E0,-1.169068909E-1,5.629343719E0,9.655029262E0
2.277561683E1,7.763156433E0,-1.457968140E-1,5.746549988E0,9.659745922E0
2.278565783E1,7.746840363E0,-1.109193420E-1,5.856421509E0,9.712029221E0
2.279569983E1,7.770042114E0,-1.362167358E-2,5.908812561E0,9.761547310E0
2.280574083E1,7.780819702E0,4.400848389E-2,5.917644196E0,9.775561611E0
2.281578283E1,7.750283203E0,5.269042969E-2,5.985004120E0,9.792340901E0
2.282582383E1,7.641908569E0,7.334747314E-3,6.157445526E0,9.813916435E0
2.283586583E1,7.552394714E0,-2.829116821E-2,6.253845062E0,9.805612902E0
2.284590683E1,7.515421600E0,-1.481918335E-2,6.296805725E0,9.804669488E0
2.285594883E1,7.477250977E0,3.637435913E-2,6.370153198E0,9.822904714E0
2.286598983E1,7.437433777E0,3.652404785E-2,6.474785614E0,9.861014346E0
2.287603183E1,7.383994904E0,2.829116821E-2,6.478378143E0,9.823113788E0
2.288607283E1,7.347919922E0,2.395019531E-2,6.578968964E0,9.862825833E0
2.289611483E1,7.286697235E0,2.409988403E-2,6.759194183E0,9.938975974E0
2.290615583E1,7.258106689E0,2.529739380E-2,6.790928192E0,9.939691061E0
2.291619783E1,7.210056610E0,1.437011719E-2,6.699468384E0,9.842154208E0
2.292623883E1,7.185357971E0,4.251159668E-2,6.601721649E0,9.757761277E0
2.293628083E1,7.130571899E0,2.155517578E-2,6.502627716E0,9.650372400E0
2.294632283E1,7.009324036E0,-5.658233643E-2,6.625222778E0,9.645071377E0
2.295636383E1,6.971153412E0,-1.616638184E-2,6.880442047E0,9.794780447E0
2.296640583E1,6.949448547E0,4.281097412E-2,6.899901581E0,9.793125636E0
2.297644683E1,6.871460724E0,1.062789917E-2,6.816375275E0,9.678845867E0
2.298648883E1,6.814279633E0,2.409988403E-2,6.879244537E0,9.682922757E0
2.299652983E1,6.750512238E0,3.637435913E-2,7.005432129E0,9.728659614E0
2.300657183E1,6.707401886E0,3.173400879E-2,7.003486176E0,9.697374166E0
2.301661283E1,6.625222778E0,3.532653809E-2,7.112010498E0,9.719851756E0
2.302665483E1,6.577771454E0,3.323089600E-2,7.224576416E0,9.770500805E0
2.303669583E1,6.490053864E0,3.068618774E-2,7.282805328E0,9.755049679E0
2.304673783E1,6.420897675E0,1.631607056E-2,7.319628754E0,9.736794044E0
2.305677883E1,6.331533508E0,-3.592529297E-3,7.351662140E0,9.702333003E0
2.306682083E1,6.256090393E0,-1.047821045E-3,7.506889343E0,9.772003669E0
2.307686283E1,6.172115021E0,6.436614990E-3,7.695796509E0,9.865106647E0
2.308690383E1,6.102809143E0,1.631607056E-2,7.673792267E0,9.804674059E0
2.309694583E1,6.036197662E0,3.847000122E-2,7.629484406E0,9.728627573E0
2.310698683E1,5.966293030E0,6.256988525E-2,7.736960907E0,9.770421259E0
2.311702883E1,5.908662872E0,6.346801758E-2,7.848928070E0,9.824560905E0
2.312706983E1,5.835016022E0,5.239105225E-2,8.021369476E0,9.919300634E0
2.313711183E1,5.760620728E0,3.832031250E-2,8.162376251E0,9.990525796E0
2.314715283E1,5.700445862E0,1.766326904E-2,8.088579712E0,9.895479613E0
2.315719483E1,5.637726288E0,1.990859985E-2,8.055498505E0,9.832365443E0
2.316723583E1,5.581892395E0,2.035766602E-2,8.100554810E0,9.837526385E0
2.317727783E1,5.506149902E0,1.945953369E-2,8.137078857E0,9.824974186E0
2.318731883E1,5.413193207E0,1.197509766E-3,8.113727417E0,9.753729273E0
2.319736083E1,5.365442505E0,1.092727661E-2,8.084837494E0,9.703230904E0
2.320740183E1,5.263205109E0,2.859054565E-2,8.122409363E0,9.678619700E0
2.321744383E1,5.219346313E0,5.044509888E-2,8.143964539E0,9.673069784E0
2.322748583E1,5.136119385E0,5.164260864E-2,8.224946136E0,9.697016461E0
2.323752683E1,5.079986115E0,5.089416504E-2,8.322393494E0,9.750440124E0
2.324756883E1,4.983586578E0,3.188369751E-2,8.543783112E0,9.891075857E0
2.325760983E1,4.901856537E0,1.032852173E-2,8.606802063E0,9.904814281E0
2.326765183E1,4.837191010E0,3.412902832E-2,8.591683502E0,9.859848227E0
2.327769283E1,4.748575287E0,3.308120728E-2,8.552165680E0,9.782106084E0
2.328773483E1,4.673730927E0,2.948867798E-2,8.394992523E0,9.608357290E0
2.329777583E1,4.582720184E0,3.278182983E-2,8.381819916E0,9.552868890E0
2.330781783E1,4.503085785E0,4.655319214E-2,8.375682678E0,9.509574602E0
2.331785883E1,4.413871307E0,4.565505981E-2,8.493338013E0,9.571892963E0
2.332790083E1,4.312981110E0,5.807922363E-2,8.547824707E0,9.574470558E0
2.333794183E1,4.212390289E0,6.032455444E-2,8.723409576E0,9.687401387E0
2.334798383E1,4.099524994E0,5.658233643E-2,8.906628571E0,9.804965030E0
2.335802483E1,3.988156586E0,4.161346436E-2,9.184899902E0,1.001346648E1
2.336806683E1,3.880081329E0,3.113525391E-2,9.233099670E0,1.001529481E1
2.337810783E1,3.795058136E0,3.517684937E-2,9.211544495E0,9.962743379E0
2.338814983E1,3.706292725E0,6.032455444E-2,9.303004303E0,1.001429647E1
2.339819183E1,3.573369141E0,4.191284180E-3,9.327253876E0,9.988325658E0
2.340823283E1,3.487747192E0,1.826202393E-2,9.259295197E0,9.894405567E0
2.341827483E1,3.429817657E0,5.448669434E-2,9.166937256E0,9.787714576E0
2.342831583E1,3.336411896E0,6.062393188E-2,9.271869049E0,9.854079118E0
2.343835783E1,3.247197418E0,6.960525513E-2,9.498497772E0,1.003845585E1
2.344839883E1,3.166515198E0,5.927673340E-2,9.611812134E0,1.012014154E1
2.345844083E1,3.093167725E0,5.209167480E-2,9.736502838E0,1.021615816E1
2.346848183E1,3.016227722E0,5.912704468E-2,9.920170898E0,1.036874710E1
2.347852383E1,2.964585114E0,4.730163574E-2,1.004516098E1,1.047359831E1
2.348856483E1,2.931803284E0,3.667373657E-2,9.980645142E0,1.040240803E1
2.349860683E1,2.914738770E0,4.131408691E-2,9.805060272E0,1.022920407E1
2.350864783E1,2.896925812E0,4.505630493E-2,9.550140381E0,9.979949425E0
2.351868983E1,2.853965149E0,2.005828857E-2,9.377399597E0,9.802098888E0
2.352873083E1,2.842439117E0,3.757186890E-2,9.275162201E0,9.701005393E0
2.353877283E1,2.811303864E0,4.640350342E-2,9.271419983E0,9.688385376E0
2.354881483E1,2.773881683E0,5.867797852E-2,9.331295471E0,9.735036614E0
2.355885583E1,2.738255768E0,2.829116821E-2,9.329648895E0,9.723229584E0
2.356889783E1,2.656226349E0,-1.077758789E-1,9.287885742E0,9.660847562E0
2.357893883E1,2.600392456E0,-9.774673462E-2,9.283544769E0,9.641358765E0
2.358898083E1,2.631078644E0,1.255888367E-1,9.350605316E0,9.714533811E0
2.359902183E1,2.584375763E0,2.113604736E-1,9.499246216E0,9.846793895E0
2.360906383E1,2.502645721E0,1.387614441E-1,9.663305054E0,9.983083437E0
2.361910483E1,2.445165253E0,4.296066284E-2,9.599687347E0,9.906294761E0
2.362914683E1,2.427651672E0,3.936813354E-2,9.450896759E0,9.757791351E0
2.363918783E1,2.396666107E0,5.089416504E-2,9.276659088E0,9.581388338E0
2.364922983E1,2.351160736E0,3.802093506E-2,9.112151184E0,9.410669562E0
2.365927083E1,2.280507660E0,-2.439926147E-2,9.202563171E0,9.480953509E0
2.366931283E1,2.210153961E0,1.212478638E-2,9.342522125E0,9.600398284E0
2.367935383E1,2.139650574E0,6.511459351E-2,9.354347534E0,9.596153515E0
2.368939221E1,2.058369598E0,1.303788757E-1,9.632618866E0,9.850950729E0
2.369943421E1,1.958676910E0,1.179547119E-1,9.937834167E0,1.012970269E1
2.370947521E1,1.877994690E0,4.745132446E-2,9.908046112E0,1.008456709E1
2.371951721E1,1.821112976E0,5.733078003E-2,9.805209961E0,9.973057789E0
2.372955821E1,1.771715698E0,5.763015747E-2,9.784852295E0,9.944125511E0
2.373960021E1,1.716181183E0,6.376739502E-2,9.880952454E0,1.002908598E1
2.374964121E1,1.666334839E0,5.628295898E-2,9.906848602E0,1.004616787E1
2.375968321E1,1.615740051E0,5.927673340E-2,9.810748444E0,9.943083760E0
2.376972421E1,1.582359467E0,4.879852295E-2,9.640552368E0,9.769672090E0
2.377976621E1,1.551822968E0,5.792953491E-2,9.572294312E0,9.697439288E0
2.378980721E1,1.487307129E0,5.418731689E-2,9.664502563E0,9.778426691E0
2.379984921E1,1.432071991E0,5.089416504E-2,9.807155914E0,9.911292929E0
2.380989021E1,1.377734985E0,6.466552734E-2,9.902956696E0,9.998544226E0
2.381993221E1,1.321901093E0,7.574249268E-2,1.007405090E1,1.016069196E1
2.382997421E1,1.279688873E0,1.014889526E-1,1.011371841E1,1.019486164E1
2.384001521E1,1.252146149E0,1.071771240E-1,1.005578888E1,1.013401435E1
2.385005721E1,1.227297821E0,6.286926270E-2,9.980794830E0,1.005616616E1
2.386009821E1,1.171912994E0,9.729766846E-3,9.810149689E0,9.879904435E0
2.387014021E1,1.157692566E0,1.002914429E-2,9.561666412E0,9.631501297E0
2.388018121E1,1.155147858E0,5.014572144E-2,9.481283569E0,9.551524448E0
2.389022321E1,1.115779724E0,4.864883423E-2,9.502389679E0,9.567797067E0
2.390026421E1,1.065634003E0,6.107299805E-2,9.602381744E0,9.661523736E0
2.391030621E1,1.020727386E0,5.269042969E-2,9.638756104E0,9.692795257E0
2.392034721E1,9.801617432E-1,4.819976807E-2,9.631121979E0,9.680989145E0
2.393038921E1,9.479786682E-1,4.834945679E-2,9.508526917E0,9.555788055E0
2.394043021E1,8.843609619E-1,5.298980713E-2,9.513167267E0,9.554331671E0
2.395047221E1,8.226892090E-1,6.511459351E-2,9.641151123E0,9.676407000E0
2.396051321E1,7.529342651E-1,7.080276489E-2,9.841584320E0,9.870598005E0
2.397055521E1,6.758445740E-1,6.960525513E-2,1.003782623E1,1.006079352E1
2.398059721E1,6.198609924E-1,6.706054688E-2,1.006956024E1,1.008884375E1
2.399063821E1,5.653742981E-1,6.646179199E-2,1.007958939E1,1.009565191E1
2.400068021E1,5.272036743E-1,6.721023560E-2,1.005953110E1,1.007356078E1
2.401072121E1,4.767585754E-1,6.032455444E-2,1.006132736E1,1.007279733E1
2.402076321E1,4.330494690E-1,7.050338745E-2,1.004635849E1,1.005593464E1
2.403080421E1,4.213737488E-1,8.861572266E-2,9.952952728E0,9.962262624E0
2.404084621E1,3.981719971E-1,8.846603394E-2,9.858499146E0,9.866933292E0
2.405088721E1,3.522175598E-1,6.391708374E-2,9.871522064E0,9.878010451E0
2.406092921E1,2.999761963E-1,1.122665405E-2,9.933193817E0,9.937728672E0
2.407097021E1,2.745291138E-1,1.916015625E-2,9.930050354E0,9.933862964E0
2.408101221E1,2.597099304E-1,6.212081909E-2,9.842033386E0,9.845655358E0
2.409105321E1,2.365081787E-1,6.301895142E-2,9.812395020E0,9.815447189E0
2.410109521E1,2.136058044E-1,7.035369873E-2,9.806108093E0,9.808686610E0
2.411113621E1,1.416055298E-1,1.023870850E-1,1.055485107E1,1.055629748E1
2.412117821E1,1.315763855E-1,8.592132568E-2,1.090886490E1,1.090999671E1
2.413122021E1,2.034269714E-1,3.023712158E-2,9.553134155E0,9.555347665E0
2.414126121E1,2.167492676E-1,1.025367737E-1,9.383087769E0,9.386150974E0
2.415130321E1,1.862127686E-1,1.525328064E-1,9.899962921E0,9.902888836E0
2.416134421E1,1.701960754E-1,9.505233765E-2,9.975705414E0,9.977609942E0
2.417138621E1,1.466949463E-1,5.134323120E-2,9.799821167E0,9.801053537E0
2.418142721E1,1.523831177E-1,1.309776306E-1,9.738897858E0,9.740970549E0
2.419146921E1,1.646575928E-1,1.411564636E-1,9.716893616E0,9.719313701E0
2.420151021E1,1.395098877E-1,8.322692871E-2,9.649833069E0,9.651200339E0
2.421155221E1,1.475930786E-1,1.601669312E-1,9.641001434E0,9.643461299E0
2.422159321E1,1.050814819E-1,1.453477478E-1,9.704170074E0,9.705827369E0
2.423163521E1,8.502319336E-2,9.909393311E-2,9.754914551E0,9.755788356E0
2.424167621E1,8.442443848E-2,8.666976929E-2,9.746232605E0,9.746983591E0
2.425171821E1,5.613327026E-2,9.490264893E-2,9.698631592E0,9.699258333E0
2.426175921E1,-4.041595459E-3,6.017486572E-2,9.859546967E0,9.859731423E0
2.427180121E1,4.041595459E-3,2.844085693E-2,9.842931519E0,9.842973438E0
2.428184321E1,2.993774414E-4,5.403762817E-2,9.658065948E0,9.658217124E0
2.429188421E1,-9.220825195E-2,2.215393066E-2,9.690847778E0,9.691311770E0
2.430192621E1,-2.751278687E-1,-2.083666992E-1,1.117022141E1,1.117555181E1
2.431196721E1,-2.547702026E-1,-1.610650635E-1,1.039034317E1,1.039471409E1
2.432200921E1,-6.541397095E-2,1.333726501E-1,9.581874390E0,9.583025831E0
2.433205021E1,-1.053808594E-1,6.331832886E-2,9.887688446E0,9.888452717E0
2.434209221E1,-1.070274353E-1,6.346801758E-2,9.843081207E0,9.843867670E0
2.435213321E1,-1.083746338E-1,4.805007935E-2,9.827513580E0,9.828228581E0
2.436217521E1,-1.116677856E-1,5.703140259E-2,9.854607239E0,9.855404918E0
2.437221621E1,-1.031355286E-1,6.990463257E-2,9.826914825E0,9.827704645E0
2.438225821E1,-9.984237671E-2,6.691085815E-2,9.842183075E0,9.842916907E0
2.439229921E1,-1.010398865E-1,7.170089722E-2,9.832004242E0,9.832784829E0
2.440234121E1,-1.037342834E-1,7.050338745E-2,9.830507355E0,9.831307460E0
2.441238221E1,-1.029858398E-1,7.768844604E-2,9.844428406E0,9.845273598E0
2.442242421E1,-1.043330383E-1,7.454498291E-2,9.832902374E0,9.833738426E0
2.443246621E1,-1.014889526E-1,6.945556641E-2,9.834848328E0,9.835617200E0
2.444250721E1,-9.939331055E-2,6.691085815E-2,9.840985565E0,9.841714941E0
2.445254921E1,-1.118174744E-1,4.939727783E-2,9.832602997E0,9.833362850E0
2.446259021E1,-1.112187195E-1,4.490661621E-2,9.847272491E0,9.848002931E0
2.447263221E1,-1.116677856E-1,7.918533325E-2,9.843380585E0,9.844332448E0
2.448267321E1,-1.014889526E-1,7.394622803E-2,9.831854553E0,9.832656406E0
2.449271521E1,-1.016386414E-1,6.885681152E-3,9.842482452E0,9.843009634E0
2.450275621E1,-8.936416626E-2,2.409988403E-2,9.830956421E0,9.831392114E0
2.451279821E1,-9.819580078E-2,8.143066406E-2,9.829309845E0,9.830137608E0
2.452283921E1,-1.161584473E-1,1.127156067E-1,9.833950195E0,9.835282103E0
2.453288121E1,-1.074765015E-1,9.864486694E-2,9.829309845E0,9.830392364E0
2.454292221E1,-1.151106262E-1,1.011895752E-1,9.840686188E0,9.841879619E0
2.455296421E1,-9.669891357E-2,8.292755127E-2,9.832303619E0,9.833128806E0
2.456300521E1,-1.062789917E-1,7.110214233E-2,9.836943970E0,9.837775023E0
2.457304721E1,-1.029858398E-1,6.122268677E-2,9.838291168E0,9.839020653E0
2.458308921E1,-1.079255676E-1,6.810836792E-2,9.839189301E0,9.840016909E0
2.459313021E1,-9.355545044E-2,7.140151978E-2,9.835147705E0,9.835851828E0
2.460317221E1,-1.056802368E-1,7.244934082E-2,9.832453308E0,9.833288121E0
2.461321321E1,-9.430389404E-2,7.379653931E-2,9.830956421E0,9.831685680E0
2.462325521E1,-1.043330383E-1,6.556365967E-2,9.833351440E0,9.834123475E0
2.463329621E1,-1.167572021E-1,7.005432129E-2,9.847871246E0,9.848812514E0
2.464333821E1,-1.053808594E-1,6.691085815E-2,9.842632141E0,9.843423675E0
2.465337921E1,-1.056802368E-1,7.020401001E-2,9.847721558E0,9.848538815E0
2.466342121E1,-1.011895752E-1,7.409591675E-2,9.834998016E0,9.835797655E0
2.467346221E1,-1.044827271E-1,6.825805664E-2,9.830956421E0,9.831748570E0
2.468350421E1,-1.089733887E-1,7.574249268E-2,9.830357666E0,9.831253428E0
2.469354883E1,-1.034349060E-1,6.825805664E-2,9.842482452E0,9.843262608E0
2.470359083E1,-1.173559570E-1,6.990463257E-2,9.833650818E0,9.834599508E0
2.471363283E1,-1.172062683E-1,6.795867920E-2,9.840536499E0,9.841469112E0
2.472367383E1,-1.067280579E-1,7.304809570E-2,9.850116577E0,9.850965612E0
2.473371583E1,-1.056802368E-1,6.795867920E-2,9.824819183E0,9.825622559E0
2.474375683E1,-1.047821045E-1,7.619155884E-2,9.840835876E0,9.841688635E0
2.475379883E1,-9.804611206E-2,7.753875732E-2,9.837842102E0,9.838636213E0
2.476383983E1,-1.050814819E-1,8.083190918E-2,9.848919067E0,9.849811303E0
2.477388183E1,-1.002914429E-1,7.110214233E-2,9.835596771E0,9.836365067E0
2.478392283E1,-1.113684082E-1,7.214996338E-2,9.840686188E0,9.841580828E0
2.479396483E1,-1.106199646E-1,7.409591675E-2,9.832902374E0,9.833803744E0
2.480400583E1,-1.167572021E-1,6.990463257E-2,9.834998016E0,9.835939451E0
2.481404783E1,-1.163081360E-1,7.649093628E-2,9.839488678E0,9.840473357E0
2.482408883E1,-1.149609375E-1,7.828720093E-2,9.831405487E0,9.832389270E0
2.483413083E1,-1.140628052E-1,7.768844604E-2,9.837393036E0,9.838361020E0
2.484417283E1,-1.157093811E-1,6.691085815E-2,9.834998016E0,9.835906247E0
2.485421383E1,-1.178050232E-1,6.376739502E-2,9.830657043E0,9.831569672E0
2.486425583E1,-1.185534668E-1,6.421646118E-2,9.829609222E0,9.830533869E0
2.487429683E1,-1.059796143E-1,6.661148071E-2,9.838440857E0,9.839237128E0
2.488433883E1,-1.125659180E-1,7.619155884E-2,9.831704865E0,9.832644445E0
2.489437983E1,-1.071771240E-1,7.679031372E-2,9.836644592E0,9.837528171E0
2.490442183E1,-1.064286804E-1,6.975494385E-2,9.838440857E0,9.839263759E0
2.491446283E1,-1.029858398E-1,7.334747314E-2,9.825417938E0,9.826231404E0
2.492450483E1,-1.053808594E-1,7.858657837E-2,9.834099884E0,9.834978470E0
2.493454583E1,-9.969268799E-2,7.439529419E-2,9.845326538E0,9.846112326E0
2.494458783E1,-1.074765015E-1,6.750961304E-2,9.835147705E0,9.835966609E0
2.495462883E1,-1.104702759E-1,7.619155884E-2,9.832004242E0,9.832920027E0
2.496467083E1,-1.020877075E-1,7.155120850E-2,9.845326538E0,9.846115788E0
2.497471183E1,-1.085243225E-1,7.768844604E-2,9.836943970E0,9.837849343E0
2.498475383E1,-9.774673462E-2,7.783813477E-2,9.832153931E0,9.832947885E0
2.499479583E1,-1.017883301E-1,7.289840698E-2,9.842332764E0,9.843129039E0
2.500483683E1,-1.097218323E-1,7.170089722E-2,9.839488678E0,9.840361647E0
2.501487883E1,-1.164578247E-1,7.289840698E-2,9.841135254E0,9.842094273E0
2.502491983E1,-1.145118713E-1,7.214996338E-2,9.836494904E0,9.837426014E0
2.503496183E1,-1.178050232E-1,7.559280396E-2,9.828262024E0,9.829258706E0
2.504500283E1,-1.070274353E-1,7.170089722E-2,9.834548950E0,9.835392669E0
2.505504483E1,-1.097218323E-1,6.885681152E-2,9.836494904E0,9.837347820E0
2.506508583E1,-1.085243225E-1,7.125183105E-2,9.849966888E0,9.850822405E0
2.507512783E1,-1.218466187E-1,7.514373779E-2,9.829010468E0,9.830052897E0
2.508516883E1,-1.181044006E-1,7.155120850E-2,9.834698639E0,9.835668027E0
2.509521083E1,-9.819580078E-2,7.394622803E-2,9.837692413E0,9.838460371E0
2.510525183E1,-9.699829102E-2,7.379653931E-2,9.824669495E0,9.825425450E0
2.511529383E1,-1.098715210E-1,8.098159790E-2,9.833201752E0,9.834148995E0
2.512533583E1,-1.044827271E-1,7.289840698E-2,9.832602997E0,9.833428319E0
2.513537683E1,-1.125659180E-1,7.349716187E-2,9.831255798E0,9.832174912E0
2.514541883E1,-1.164578247E-1,7.424560547E-2,9.839488678E0,9.840457930E0
2.515545983E1,-1.125659180E-1,7.903564453E-2,9.838141479E0,9.839102880E0
2.516550183E1,-1.067280579E-1,7.649093628E-2,9.833351440E0,9.834228098E0
2.517554283E1,-1.110690308E-1,7.185058594E-2,9.831704865E0,9.832594743E0
2.518558483E1,-1.002914429E-1,7.484436035E-2,9.835896149E0,9.836692183E0
2.519562583E1,-1.097218323E-1,7.858657837E-2,9.839788055E0,9.840713577E0
2.520566783E1,-1.094224548E-1,7.394622803E-2,9.832752686E0,9.833639545E0
2.521570883E1,-1.034349060E-1,7.439529419E-2,9.837243347E0,9.838068414E0
2.522575083E1,-1.083746338E-1,7.244934082E-2,9.841584320E0,9.842447658E0
2.523579183E1,-1.092727661E-1,7.469467163E-2,9.833351440E0,9.834242237E0
2.524583383E1,-1.113684082E-1,6.810836792E-2,9.845027161E0,9.845892619E0
2.525587483E1,-1.038839722E-1,6.885681152E-2,9.845925293E0,9.846714072E0
2.526591683E1,-9.714797974E-2,6.840774536E-2,9.842033386E0,9.842750557E0
2.527595883E1,-1.104702759E-1,7.259902954E-2,9.842033386E0,9.842921085E0
2.528599983E1,-1.128652954E-1,7.664062500E-2,9.837542725E0,9.838488665E0
2.529604183E1,-1.158590698E-1,7.499404907E-2,9.829010468E0,9.829979359E0
2.530608283E1,-1.094224548E-1,7.244934082E-2,9.841584320E0,9.842459251E0
2.531612483E1,-1.031355286E-1,6.870712280E-2,9.842931519E0,9.843711621E0
2.532616583E1,-1.112187195E-1,7.394622803E-2,9.842931519E0,9.843837591E0
2.533620783E1,-1.077758789E-1,7.813751221E-2,9.830357666E0,9.831258971E0
2.534624883E1,-1.127156067E-1,7.604187012E-2,9.829309845E0,9.830250211E0
2.535629083E1,-1.101708984E-1,7.200027466E-2,9.840536499E0,9.841416578E0
2.536633183E1,-9.774673462E-2,7.409591675E-2,9.841284943E0,9.842049276E0
2.537637383E1,-1.055305481E-1,6.780899048E-2,9.834698639E0,9.835498568E0
2.538641483E1,-1.107696533E-1,7.364685059E-2,9.842632141E0,9.843530934E0
2.539645683E1,-1.116677856E-1,7.259902954E-2,9.838141479E0,9.839043047E0
2.540649783E1,-1.100212097E-1,7.274871826E-2,9.832902374E0,9.833786969E0
2.541653983E1,-1.083746338E-1,7.484436035E-2,9.839937744E0,9.840819150E0
2.542658183E1,-1.022373962E-1,7.619155884E-2,9.830507355E0,9.831334217E0
2.543662283E1,-1.124162292E-1,8.158035278E-2,9.839338989E0,9.840319330E0
2.544666483E1,-1.154100037E-1,7.394622803E-2,9.842781830E0,9.843736164E0
2.545670583E1,-1.059796143E-1,7.095245361E-2,9.842033386E0,9.842859702E0
2.546674783E1,-1.131646729E-1,7.439529419E-2,9.838291168E0,9.839223242E0
2.547678883E1,-1.182540894E-1,6.870712280E-2,9.829010468E0,9.829961926E0
2.548683083E1,-1.160087585E-1,6.975494385E-2,9.837542725E0,9.838474000E0
2.549687183E1,-1.124162292E-1,6.735992432E-2,9.838291168E0,9.839163983E0
2.550691383E1,-1.116677856E-1,6.870712280E-2,9.833501129E0,9.834375162E0
2.551695483E1,-1.155596924E-1,6.571334839E-2,9.848470001E0,9.849367170E0
2.552699683E1,-1.091230774E-1,7.649093628E-2,9.840087433E0,9.840989757E0
2.553703783E1,-1.043330383E-1,8.247848511E-2,9.838889923E0,9.839788768E0
2.554707983E1,-1.002914429E-1,7.499404907E-2,9.833800507E0,9.834597851E0
2.555712183E1,-1.038839722E-1,7.050338745E-2,9.833351440E0,9.834152895E0
2.556716283E1,-1.100212097E-1,6.631210327E-2,9.840237122E0,9.841075580E0
2.557720483E1,-1.133143616E-1,6.930587769E-2,9.837692413E0,9.838589099E0
2.558724583E1,-1.172062683E-1,6.571334839E-2,9.839788055E0,9.840705489E0
2.559728783E1,-1.094224548E-1,7.229965210E-2,9.836494904E0,9.837369186E0
2.560732883E1,-1.133143616E-1,7.708969116E-2,9.836045837E0,9.837000594E0
2.561737083E1,-1.029858398E-1,7.768844604E-2,9.826016693E0,9.826863469E0
2.562741183E1,-9.984237671E-2,7.918533325E-2,9.841434631E0,9.842259620E0
2.563745383E1,-9.190887451E-2,7.454498291E-2,9.836943970E0,9.837655760E0
2.564749483E1,-1.020877075E-1,8.217910767E-2,9.837393036E0,9.838265957E0
2.565753683E1,-1.148112488E-1,7.514373779E-2,9.827513580E0,9.828471467E0
2.566757783E1,-1.240919495E-1,7.529342651E-2,9.831255798E0,9.832327216E0
2.567761983E1,-1.166075134E-1,6.466552734E-2,9.827214203E0,9.828118738E0
2.568766083E1,-1.236428833E-1,7.005432129E-2,9.836494904E0,9.837521393E0
2.569769921E1,-1.267863464E-1,6.346801758E-2,9.841584320E0,9.842605595E0
2.570774121E1,-1.013392639E-1,7.035369873E-2,9.830657043E0,9.831431086E0
2.571778221E1,-1.106199646E-1,7.020401001E-2,9.836345215E0,9.837217725E0
2.572782421E1,-1.140628052E-1,7.529342651E-2,9.840835876E0,9.841784908E0
2.573786521E1,-1.098715210E-1,7.903564453E-2,9.835147705E0,9.836078932E0
2.574790721E1,-1.062789917E-1,8.113128662E-2,9.836045837E0,9.836954571E0
2.575794821E1,-1.041833496E-1,7.334747314E-2,9.844129028E0,9.844953547E0
2.576799021E1,-1.059796143E-1,8.023315430E-2,9.841135254E0,9.842032926E0
2.577803121E1,-1.026864624E-1,7.993377686E-2,9.826765137E0,9.827626721E0
2.578807321E1,-1.043330383E-1,6.541397095E-2,9.829459534E0,9.830230877E0
2.579811421E1,-1.014889526E-1,6.706054688E-2,9.826765137E0,9.827518007E0
2.580815621E1,-1.152603149E-1,6.855743408E-2,9.831854553E0,9.832769143E0
2.581819721E1,-1.148112488E-1,7.604187012E-2,9.836195526E0,9.837159469E0
2.582823921E1,-1.142124939E-1,6.945556641E-2,9.832303619E0,9.833212244E0
2.583828121E1,-1.100212097E-1,7.963439941E-2,9.835596771E0,9.836534458E0
