"t","x","y","z","Absolute"
1.103706771E1,-9.815388794E0,1.287322998E-1,7.619155884E-2,9.816528630E0
1.104710871E1,-9.808952179E0,1.266366577E-1,7.858657837E-2,9.810084380E0
1.105715071E1,-9.814640350E0,1.246907043E-1,6.167175293E-2,9.815626133E0
1.106719171E1,-9.809550934E0,1.312770081E-1,6.361770630E-2,9.810635575E0
1.107723371E1,-9.818382568E0,1.330732727E-1,7.619155884E-2,9.819579925E0
1.108727471E1,-9.815239105E0,1.345701599E-1,1.049317932E-1,9.816722391E0
1.109731671E1,-9.812395020E0,1.242416382E-1,9.145980835E-2,9.813607741E0
1.110735771E1,-9.817933502E0,1.231938171E-1,7.259902954E-2,9.818974773E0
1.111739971E1,-9.813891907E0,1.190025330E-1,5.733078003E-2,9.814780832E0
1.112744071E1,-9.808353424E0,1.243913269E-1,6.197113037E-2,9.809337924E0
1.113748271E1,-9.815388794E0,1.245410156E-1,5.478607178E-2,9.816331757E0
1.114752371E1,-9.805659027E0,1.315763855E-1,5.553451538E-2,9.806699005E0
1.115756571E1,-9.816137238E0,1.326242065E-1,8.113128662E-2,9.817368371E0
1.116760771E1,-9.821675720E0,1.320254517E-1,9.610015869E-2,9.823033132E0
1.117764871E1,-9.810449066E0,1.453477478E-1,9.819580078E-2,9.812017084E0
1.118769071E1,-9.814191284E0,1.365161133E-1,8.741821289E-2,9.815529999E0
1.119773171E1,-9.821975098E0,1.329235840E-1,6.915618896E-2,9.823117941E0
1.120777371E1,-9.816735992E0,1.299298096E-1,7.065307617E-2,9.817850027E0
1.121781471E1,-9.812844086E0,1.264869690E-1,6.855743408E-2,9.813898722E0
1.122785671E1,-9.823621674E0,1.246907043E-1,6.481521606E-2,9.824626790E0
1.123789771E1,-9.821076965E0,1.194515991E-1,5.628295898E-2,9.821964631E0
1.124793971E1,-9.815837860E0,1.210981750E-1,4.760101318E-2,9.816700236E0
1.125798071E1,-9.819580078E0,1.284329224E-1,3.128494263E-2,9.820469779E0
1.126802271E1,-9.815987549E0,1.270857239E-1,3.128494263E-2,9.816860042E0
1.127806371E1,-9.807006226E0,1.323248291E-1,3.083587646E-2,9.807947381E0
1.128810571E1,-9.813742218E0,1.354682922E-1,3.218307495E-2,9.814729937E0
1.129814671E1,-9.807904358E0,1.342707825E-1,3.936813354E-2,9.808902405E0
1.130818871E1,-9.812395020E0,1.303788757E-1,4.445755005E-2,9.813361868E0
1.131822971E1,-9.811047821E0,1.329235840E-1,7.604187012E-2,9.812242883E0
1.132827171E1,-9.814041595E0,1.270857239E-1,1.151106262E-1,9.815539398E0
1.133831271E1,-9.823471985E0,1.200503540E-1,1.672023010E-1,9.825628251E0
1.134835471E1,-9.813592529E0,1.154100037E-1,1.901046753E-1,9.816112142E0
1.135839671E1,-9.826465759E0,1.098715210E-1,1.739382935E-1,9.828619211E0
1.136843771E1,-9.816286926E0,1.152603149E-1,1.559756470E-1,9.818202603E0
1.137847971E1,-9.816137238E0,1.222956848E-1,1.199006653E-1,9.817631215E0
1.138852071E1,-9.814490662E0,1.318757629E-1,8.906478882E-2,9.815780697E0
1.139856271E1,-9.821675720E0,1.305285645E-1,8.173004150E-2,9.822883052E0
1.140860371E1,-9.816586304E0,1.390608215E-1,6.825805664E-2,9.817808499E0
1.141864571E1,-9.821376343E0,1.306782532E-1,5.313949585E-2,9.822389418E0
1.142868671E1,-9.816885681E0,1.306782532E-1,4.206253052E-2,9.817845514E0
1.143872871E1,-9.816436615E0,1.236428833E-1,3.323089600E-2,9.817271498E0
1.144876971E1,-9.814340973E0,1.222956848E-1,3.517684937E-2,9.815165937E0
1.145881171E1,-9.812395020E0,1.149609375E-1,5.493576050E-2,9.813222201E0
1.146885271E1,-9.816436615E0,1.197509766E-1,6.855743408E-2,9.817406390E0
1.147889471E1,-9.813742218E0,1.299298096E-1,7.574249268E-2,9.814894549E0
1.148893571E1,-9.813742218E0,1.254391479E-1,7.753875732E-2,9.814850155E0
1.149897771E1,-9.812544708E0,1.341210938E-1,8.681945801E-2,9.813845308E0
1.150901871E1,-9.818532257E0,1.354682922E-1,8.652008057E-2,9.819847915E0
1.151906071E1,-9.814790039E0,1.329235840E-1,7.993377686E-2,9.816015566E0
1.152910271E1,-9.818232880E0,1.281335449E-1,6.361770630E-2,9.819275039E0
1.153914371E1,-9.814790039E0,1.342707825E-1,7.409591675E-2,9.815988099E0
1.154918571E1,-9.822723541E0,1.240919495E-1,9.325607300E-2,9.823949983E0
1.155922671E1,-9.822424164E0,1.254391479E-1,9.939331055E-2,9.823727931E0
1.156926871E1,-9.811646576E0,1.320254517E-1,7.349716187E-2,9.812810050E0
1.157930971E1,-9.808802490E0,1.305285645E-1,6.870712280E-2,9.809911552E0
1.158935171E1,-9.808353424E0,1.294807434E-1,7.065307617E-2,9.809462473E0
1.159939271E1,-9.817634125E0,1.315763855E-1,8.352630615E-2,9.818871055E0
1.160943471E1,-9.820777588E0,1.338217163E-1,1.031355286E-1,9.822230786E0
1.161947571E1,-9.816286926E0,1.302291870E-1,1.007405090E-1,9.817667610E0
1.162951771E1,-9.817933502E0,1.258882141E-1,8.382568359E-2,9.819098372E0
1.163955871E1,-9.817933502E0,1.276844788E-1,8.921447754E-2,9.819169048E0
1.164960071E1,-9.809550934E0,1.245410156E-1,9.565109253E-2,9.810807771E0
1.165964171E1,-9.816137238E0,1.300794983E-1,1.038839722E-1,9.817548718E0
1.166968371E1,-9.820478210E0,1.252894592E-1,9.639953613E-2,9.821750486E0
1.167972521E1,-9.806706848E0,1.315763855E-1,8.876541138E-2,9.807991173E0
1.168976721E1,-9.804162140E0,1.257385254E-1,6.511459351E-2,9.805184616E0
1.169980921E1,-9.814939728E0,1.225950623E-1,5.837860107E-2,9.815878945E0
1.170985021E1,-9.811197510E0,1.190025330E-1,6.152206421E-2,9.812112063E0
1.171989221E1,-9.821226654E0,1.275347900E-1,7.259902954E-2,9.822322980E0
1.172993321E1,-9.822274475E0,1.169068909E-1,8.113128662E-2,9.823305216E0
1.173997521E1,-9.819729767E0,1.237925720E-1,7.843688965E-2,9.820823267E0
1.175001621E1,-9.811796265E0,1.281335449E-1,9.789642334E-2,9.813121209E0
1.176005821E1,-9.813742218E0,1.266366577E-1,1.092727661E-1,9.815167533E0
1.177009921E1,-9.818831635E0,1.239422607E-1,1.080752563E-1,9.820208583E0
1.178014121E1,-9.819430389E0,1.312770081E-1,1.094224548E-1,9.820917477E0
1.179018221E1,-9.814939728E0,1.297801208E-1,1.092727661E-1,9.816405925E0
1.180022421E1,-9.813592529E0,1.333726501E-1,1.246907043E-1,9.815290845E0
1.181026521E1,-9.816586304E0,1.282832336E-1,1.348695374E-1,9.818350831E0
1.182030721E1,-9.818083191E0,1.202000427E-1,1.110690308E-1,9.819447129E0
1.183034821E1,-9.807155914E0,1.200503540E-1,1.031355286E-1,9.808432910E0
1.184039021E1,-9.812694397E0,1.179547119E-1,9.116043091E-2,9.813826719E0
1.185043121E1,-9.817185059E0,1.272354126E-1,7.978408813E-2,9.818333709E0
1.186047321E1,-9.820927277E0,1.207987976E-1,7.095245361E-2,9.821926449E0
1.187051521E1,-9.812844086E0,1.172062683E-1,9.340576172E-2,9.813988537E0
1.188055621E1,-9.811197510E0,1.264869690E-1,9.340576172E-2,9.812457397E0
1.189059821E1,-9.813143463E0,1.321751404E-1,9.909393311E-2,9.814533840E0
1.190063921E1,-9.810598755E0,1.281335449E-1,1.083746338E-1,9.812033999E0
1.191068121E1,-9.808503113E0,1.335223389E-1,1.182540894E-1,9.810124645E0
1.192072221E1,-9.817634125E0,1.342707825E-1,1.667532349E-1,9.819968182E0
1.193076421E1,-9.814939728E0,1.273851013E-1,2.061213684E-1,9.817930273E0
1.194080521E1,-9.811347198E0,1.288819885E-1,2.230361938E-1,9.814728196E0
1.195084721E1,-9.811496887E0,1.237925720E-1,2.344125366E-1,9.815077432E0
1.196088821E1,-9.810299377E0,1.249900818E-1,2.694396973E-1,9.814794656E0
1.197093021E1,-9.808652802E0,1.179547119E-1,3.037184143E-1,9.814062766E0
1.198097121E1,-9.808353424E0,1.251397705E-1,3.041674805E-1,9.813866451E0
1.199101321E1,-9.813592529E0,1.320254517E-1,3.233276367E-1,9.819804978E0
1.200105421E1,-9.810598755E0,1.284329224E-1,3.062631226E-1,9.816218215E0
1.201109621E1,-9.802066498E0,1.294807434E-1,3.022215271E-1,9.807579250E0
1.202113721E1,-9.812095642E0,1.297801208E-1,3.007246399E-1,9.817560750E0
1.203117921E1,-9.814041595E0,1.254391479E-1,2.805166626E-1,9.818851105E0
1.204122121E1,-9.801916809E0,1.309776306E-1,2.859054565E-1,9.806960294E0
1.205126221E1,-9.799671478E0,1.303788757E-1,2.927911377E-1,9.804911340E0
1.206130421E1,-9.796378326E0,1.270857239E-1,3.026705933E-1,9.801876789E0
1.207134521E1,-9.790839844E0,1.243913269E-1,3.474275208E-1,9.797791788E0
1.208138721E1,-9.786498871E0,1.263372803E-1,4.032614136E-1,9.795618461E0
1.209142821E1,-9.791737976E0,1.266366577E-1,4.589456177E-1,9.803305591E0
1.210147021E1,-9.777367859E0,1.273851013E-1,5.060975647E-1,9.791286124E0
1.211151121E1,-9.782157898E0,1.284329224E-1,5.439688110E-1,9.798112585E0
1.212155321E1,-9.781259766E0,1.266366577E-1,5.722599792E-1,9.798804056E0
1.213159421E1,-9.776769104E0,1.305285645E-1,6.351292419E-1,9.798246832E0
1.214163621E1,-9.783056030E0,1.276844788E-1,7.304809570E-1,9.811120784E0
1.215167721E1,-9.786648560E0,1.293310547E-1,8.101153564E-1,9.820972632E0
1.216171921E1,-9.784253540E0,1.404080200E-1,8.524772644E-1,9.822324024E0
1.217176021E1,-9.772128754E0,1.291813660E-1,9.177415466E-1,9.815978695E0
1.218180221E1,-9.757309570E0,1.291813660E-1,9.638456726E-1,9.805650226E0
1.219184421E1,-9.762848053E0,1.248403931E-1,1.035696259E0,9.818424210E0
1.220188521E1,-9.758507080E0,1.285826111E-1,1.106199646E0,9.821846648E0
1.221192721E1,-9.755213928E0,1.267863464E-1,1.175355835E0,9.826583074E0
1.222196821E1,-9.745933228E0,1.240919495E-1,1.232836304E0,9.824382863E0
1.223201021E1,-9.740993500E0,1.210981750E-1,1.288819885E0,9.826630950E0
1.224205121E1,-9.732610931E0,1.246907043E-1,1.327888641E0,9.823571222E0
1.225209321E1,-9.725575562E0,1.257385254E-1,1.352587280E0,9.819985872E0
1.226213421E1,-9.720186768E0,1.326242065E-1,1.393152924E0,9.820412163E0
1.227217621E1,-9.699080658E0,1.297801208E-1,1.430275726E0,9.804830296E0
1.228221721E1,-9.696236572E0,1.221459961E-1,1.449884949E0,9.804799318E0
1.229225921E1,-9.689650269E0,1.196012878E-1,1.491049347E0,9.804430374E0
1.230230021E1,-9.680668945E0,1.193019104E-1,1.532962189E0,9.802018019E0
1.231234221E1,-9.677675171E0,1.101708984E-1,1.583856354E0,9.807045186E0
1.232238321E1,-9.665101318E0,1.140628052E-1,1.617985382E0,9.800258696E0
1.233242521E1,-9.647587738E0,1.062789917E-1,1.652114410E0,9.788601862E0
1.234246621E1,-9.625583496E0,9.759704590E-2,1.746867371E0,9.783298443E0
1.235250821E1,-9.578281860E0,7.379653931E-2,1.889520721E0,9.763156143E0
1.236255021E1,-9.592053223E0,-7.783813477E-2,2.019450531E0,9.802638637E0
1.237259121E1,-9.562265167E0,5.987548828E-4,2.161654816E0,9.803553796E0
1.238263321E1,-9.556427307E0,1.558259583E-1,2.170336761E0,9.801017614E0
1.239267421E1,-9.570348358E0,2.136058044E-1,2.170486450E0,9.815712229E0
1.240271621E1,-9.563612366E0,1.932481384E-1,2.220632172E0,9.819940609E0
1.241275721E1,-9.554780731E0,1.847158813E-1,2.263443146E0,9.820953602E0
1.242279921E1,-9.532477112E0,1.874102783E-1,2.356848907E0,9.821302321E0
1.243284021E1,-9.509724426E0,1.643582153E-1,2.418520660E0,9.813822623E0
1.244288221E1,-9.485025787E0,1.417552185E-1,2.474055176E0,9.803405416E0
1.245292321E1,-9.445358276E0,1.336720276E-1,2.533631287E0,9.780181423E0
1.246296521E1,-9.414821777E0,1.151106262E-1,2.620750122E0,9.773456439E0
1.247300621E1,-9.353599091E0,8.247848511E-2,2.746488647E0,9.748836779E0
1.248304821E1,-9.317524109E0,3.757186890E-2,2.885998535E0,9.754314671E0
1.249309021E1,-9.276958466E0,2.409988403E-2,3.016377411E0,9.755053658E0
1.250313121E1,-9.281748505E0,6.227050781E-2,3.091072083E0,9.783121155E0
1.251317321E1,-9.269623718E0,1.137634277E-1,3.158432007E0,9.793597844E0
1.252321421E1,-9.276659088E0,9.669891357E-2,3.205583954E0,9.815371771E0
1.253325621E1,-9.249565430E0,1.116677856E-1,3.298989716E0,9.820909503E0
1.254329721E1,-9.195378113E0,2.029779053E-1,3.425776062E0,9.814892781E0
1.255333921E1,-9.168583832E0,2.023791504E-1,3.497626648E0,9.815155575E0
1.256338021E1,-9.171278229E0,1.689985657E-1,3.524271240E0,9.826565658E0
1.257342221E1,-9.128167877E0,1.061293030E-1,3.566184082E0,9.800631670E0
1.258346321E1,-9.044641571E0,1.058299255E-1,3.687431946E0,9.768003659E0
1.259350521E1,-8.980724487E0,7.005432129E-2,3.797453156E0,9.750844599E0
1.260354621E1,-8.930429077E0,6.137237549E-2,3.866759033E0,9.731811522E0
1.261358821E1,-8.918903046E0,1.152603149E-1,3.908971252E0,9.738591928E0
1.262362921E1,-8.902886353E0,1.299298096E-1,3.926484833E0,9.731163872E0
1.263367121E1,-8.898994446E0,1.086740112E-1,3.986959076E0,9.751910319E0
1.264371221E1,-8.860674133E0,1.329235840E-1,4.089795227E0,9.759899578E0
1.265375421E1,-8.819210358E0,1.324745178E-1,4.248016205E0,9.789875510E0
1.266379621E1,-8.771908722E0,1.324745178E-1,4.415517883E0,9.821442374E0
1.267383721E1,-8.650361481E0,8.681945801E-2,4.741988983E0,9.865229388E0
1.268387550E1,-8.500672760E0,8.442443848E-2,5.066663818E0,9.896446186E0
1.269391650E1,-8.423134003E0,7.828720093E-2,5.247487793E0,9.924285539E0
1.270395850E1,-8.378975830E0,8.397537231E-2,5.323529663E0,9.927449617E0
1.271399950E1,-8.368347931E0,1.228944397E-1,5.311105499E0,9.912224360E0
1.272404150E1,-8.292006683E0,8.023315430E-2,5.413043518E0,9.902769932E0
1.273408250E1,-8.227939911E0,5.792953491E-2,5.467530212E0,9.879080809E0
1.274412450E1,-8.165070648E0,3.532653809E-2,5.462889862E0,9.824092442E0
1.275416550E1,-8.161328430E0,5.014572144E-2,5.500312042E0,9.841911852E0
1.276420750E1,-8.090974731E0,2.604583740E-2,5.551056519E0,9.812175037E0
1.277424850E1,-8.061785431E0,3.966751099E-2,5.577850800E0,9.803386016E0
1.278429050E1,-8.061935120E0,5.418731689E-2,5.577850800E0,9.803578616E0
1.279433150E1,-8.070617065E0,7.364685059E-2,5.544470215E0,9.791906537E0
1.280437350E1,-8.041128387E0,8.038284302E-2,5.546565857E0,9.768858682E0
1.281441550E1,-8.049211578E0,1.061293030E-1,5.541775818E0,9.773041987E0
1.282445650E1,-8.067174225E0,1.525328064E-1,5.561235352E0,9.799484929E0
1.283449850E1,-8.028853912E0,1.535806274E-1,5.620362396E0,9.801762883E0
1.284453950E1,-7.945177917E0,1.330732727E-1,5.724695435E0,9.793656031E0
1.285458150E1,-7.781717834E0,8.457412720E-2,5.923032990E0,9.779805981E0
1.286462250E1,-7.738308105E0,7.679031372E-2,5.995482330E0,9.789439078E0
1.287466450E1,-7.683372345E0,7.409591675E-2,6.050717468E0,9.780126925E0
1.288470550E1,-7.628735962E0,7.140151978E-2,6.121370544E0,9.781302975E0
1.289474750E1,-7.571255493E0,7.259902954E-2,6.204896851E0,9.789276035E0
1.290478850E1,-7.489675140E0,6.930587769E-2,6.296506348E0,9.784989995E0
1.291483050E1,-7.409441986E0,7.753875732E-2,6.392606506E0,9.786279209E0
1.292487150E1,-7.327861633E0,5.538482666E-2,6.484814758E0,9.785368978E0
1.293491350E1,-7.250771942E0,6.002517700E-2,6.561156006E0,9.778858058E0
1.294495450E1,-7.213948517E0,7.229965210E-2,6.617289276E0,9.789524902E0
1.295499650E1,-7.213798828E0,1.269360352E-1,6.675368500E0,9.829320978E0
1.296503850E1,-7.166347504E0,1.311273193E-1,6.773264923E0,9.861584489E0
1.297507950E1,-7.096592560E0,1.121168518E-1,6.898404694E0,9.897584729E0
1.298512150E1,-6.957681427E0,8.367599487E-2,7.097341003E0,9.939244530E0
1.299516250E1,-6.851103058E0,7.484436035E-2,7.232659607E0,9.962659272E0
1.300520450E1,-6.744075623E0,5.119354248E-2,7.323969727E0,9.956189499E0
1.301524550E1,-6.634952545E0,1.841171265E-2,7.416776733E0,9.951457752E0
1.302528750E1,-6.593937836E0,1.496887207E-2,7.425758057E0,9.930867181E0
1.303532850E1,-6.621330872E0,4.445755005E-2,7.374863892E0,9.911236876E0
1.304537050E1,-6.650370483E0,4.700225830E-2,7.316784668E0,9.887617239E0
1.305541150E1,-6.686744843E0,5.912704468E-2,7.231013031E0,9.849040667E0
1.306545350E1,-6.698719940E0,6.376739502E-2,7.119195557E0,9.775472392E0
1.307549450E1,-6.719526672E0,7.963439941E-2,7.053332520E0,9.742067541E0
1.308553650E1,-6.752907257E0,7.903564453E-2,6.965914307E0,9.702162913E0
1.309557750E1,-6.792874146E0,1.013392639E-1,6.928192749E0,9.703260461E0
1.310561950E1,-6.827452240E0,1.341210938E-1,6.929240570E0,9.728641603E0
1.311566150E1,-6.836882629E0,1.706451416E-1,6.933282166E0,9.738710666E0
1.312570250E1,-6.831344147E0,1.953437805E-1,6.960824890E0,9.754922101E0
1.313574450E1,-6.705904999E0,1.631607056E-1,7.062014465E0,9.740011888E0
1.314578550E1,-6.458469543E0,9.924362183E-2,7.304360504E0,9.750659491E0
1.315582750E1,-6.306086426E0,8.158035278E-2,7.548203430E0,9.836094570E0
1.316586850E1,-6.289470978E0,9.909393311E-2,7.569010162E0,9.841604525E0
1.317591050E1,-6.226751404E0,8.741821289E-2,7.609875183E0,9.833121340E0
1.318595150E1,-6.151308289E0,8.487350464E-2,7.697143707E0,9.853518073E0
1.319599350E1,-6.108796692E0,9.220825195E-2,7.731123047E0,9.853738527E0
1.320603450E1,-6.035598907E0,8.038284302E-2,7.787705383E0,9.853084325E0
1.321607650E1,-6.007008362E0,7.918533325E-2,7.798033905E0,9.843767194E0
1.322611750E1,-5.992787933E0,8.936416626E-2,7.746990051E0,9.794761254E0
1.323615950E1,-5.945336609E0,8.307723999E-2,7.720195770E0,9.744503679E0
1.324620050E1,-5.937403107E0,1.058299255E-1,7.753276978E0,9.766128174E0
1.325624250E1,-5.906118164E0,1.190025330E-1,7.817493439E0,9.798448706E0
1.326628350E1,-5.802084503E0,1.080752563E-1,7.939040680E0,9.833830981E0
1.327632550E1,-5.630840607E0,7.664062500E-2,8.098608856E0,9.864061290E0
1.328636750E1,-5.480403442E0,5.942642212E-2,8.223149872E0,9.882233918E0
1.329640850E1,-5.442831573E0,7.424560547E-2,8.264913025E0,9.896399106E0
1.330645050E1,-5.438041534E0,8.367599487E-2,8.267757111E0,9.896216703E0
1.331649150E1,-5.434748383E0,9.071136475E-2,8.273594971E0,9.899348073E0
1.332653350E1,-5.357509003E0,7.394622803E-2,8.293802948E0,9.873982889E0
1.333657450E1,-5.283263397E0,6.212081909E-2,8.313861237E0,9.850737017E0
1.334661650E1,-5.251230011E0,6.571334839E-2,8.313112793E0,9.832984246E0
1.335665750E1,-5.276228027E0,8.008346558E-2,8.270750885E0,9.810724528E0
1.336669950E1,-5.224884796E0,7.768844604E-2,8.287665710E0,9.797492514E0
1.337674050E1,-5.186414795E0,8.637039185E-2,8.361013184E0,9.839354640E0
1.338678250E1,-5.144352264E0,9.101074219E-2,8.353379059E0,9.810789208E0
1.339682350E1,-5.111420746E0,9.235794067E-2,8.390801239E0,9.825512580E0
1.340686550E1,-5.070705414E0,8.187973022E-2,8.398135986E0,9.810578257E0
1.341690650E1,-5.032684479E0,8.622070312E-2,8.402926025E0,9.795126996E0
1.342694850E1,-5.002896423E0,9.250762939E-2,8.407716064E0,9.784028807E0
1.343699050E1,-4.957540741E0,8.622070312E-2,8.428822174E0,9.779043279E0
1.344703150E1,-4.898264008E0,8.158035278E-2,8.480315094E0,9.793640270E0
1.345707350E1,-4.846621399E0,7.753875732E-2,8.496481476E0,9.781919480E0
1.346711450E1,-4.794978790E0,7.843688965E-2,8.532257080E0,9.787613847E0
1.347715650E1,-4.713548126E0,8.277786255E-2,8.581804047E0,9.791411993E0
1.348719750E1,-4.637206879E0,8.277786255E-2,8.653654633E0,9.818160638E0
1.349723950E1,-4.583019562E0,8.652008057E-2,8.712182922E0,9.844474862E0
1.350728050E1,-4.509372711E0,8.068222046E-2,8.727750549E0,9.824183504E0
1.351732250E1,-4.458328857E0,8.187973022E-2,8.733588409E0,9.806067866E0
1.352736350E1,-4.417613525E0,8.412506104E-2,8.738827515E0,9.792318041E0
1.353740550E1,-4.360881500E0,8.577163696E-2,8.742120667E0,9.769816681E0
1.354744650E1,-4.290976868E0,8.068222046E-2,8.779093781E0,9.771974197E0
1.355748850E1,-4.215833130E0,8.143066406E-2,8.846004639E0,9.799575399E0
1.356752950E1,-4.146078186E0,7.619155884E-2,8.901090088E0,9.819632082E0
1.357757150E1,-4.079915771E0,8.158035278E-2,8.927435303E0,9.815878419E0
1.358761250E1,-4.016148376E0,8.307723999E-2,8.939859467E0,9.800889597E0
1.359765450E1,-3.957919464E0,1.028361511E-1,8.985813904E0,9.819396788E0
1.360769650E1,-3.867507477E0,8.427474976E-2,9.028924255E0,9.822738392E0
1.361773750E1,-3.763922882E0,7.903564453E-2,9.125922546E0,9.871971658E0
1.362777950E1,-3.671265564E0,8.487350464E-2,9.204658813E0,9.910153290E0
1.363782050E1,-3.589535522E0,7.304809570E-2,9.263336792E0,9.934762695E0
1.364786250E1,-3.554059296E0,7.559280396E-2,9.287736053E0,9.944802298E0
1.365790350E1,-3.527115326E0,8.532257080E-2,9.213789825E0,9.866192042E0
1.366794550E1,-3.489693146E0,8.756790161E-2,9.200467529E0,9.840438463E0
1.367798650E1,-3.441194000E0,8.577163696E-2,9.190737762E0,9.814215890E0
1.368802787E1,-3.400478668E0,8.607101440E-2,9.186546478E0,9.796085932E0
1.369806888E1,-3.341651001E0,8.292755127E-2,9.204808502E0,9.792957059E0
1.370811088E1,-3.293301544E0,8.577163696E-2,9.248068542E0,9.817329759E0
1.371815188E1,-3.240611115E0,8.143066406E-2,9.274563446E0,9.824750300E0
1.372819388E1,-3.172353058E0,7.873626709E-2,9.307644653E0,9.833731353E0
1.373823487E1,-3.120411072E0,8.382568359E-2,9.316625977E0,9.825655784E0
1.374827688E1,-3.058739319E0,8.652008057E-2,9.349707184E0,9.837702799E0
1.375831787E1,-2.996768188E0,9.550140381E-2,9.383087769E0,9.850486088E0
1.376835988E1,-2.946472778E0,9.789642334E-2,9.395811310E0,9.847464431E0
1.377840188E1,-2.876119080E0,8.726852417E-2,9.402996368E0,9.833413317E0
1.378844288E1,-2.829266510E0,9.101074219E-2,9.387129364E0,9.804653468E0
1.379848488E1,-2.777025146E0,8.202941895E-2,9.403146057E0,9.804986143E0
1.380852587E1,-2.711760864E0,7.080276489E-2,9.424551544E0,9.807182665E0
1.381856788E1,-2.673290863E0,8.457412720E-2,9.429940338E0,9.801908569E0
1.382860887E1,-2.605182495E0,7.679031372E-2,9.458979950E0,9.811481758E0
1.383865088E1,-2.529440002E0,8.861572266E-2,9.486971741E0,9.818785683E0
1.384869188E1,-2.457439728E0,8.861572266E-2,9.511969757E0,9.824684800E0
1.385873388E1,-2.390678558E0,8.696914673E-2,9.583670654E0,9.877735105E0
1.386877488E1,-2.310146027E0,9.400451660E-2,9.649533691E0,9.922656498E0
1.387881687E1,-2.239043884E0,8.951385498E-2,9.670041046E0,9.926279468E0
1.388885788E1,-2.188149719E0,8.577163696E-2,9.721833344E0,9.965410153E0
1.389889987E1,-2.161355438E0,8.696914673E-2,9.690847778E0,9.929327854E0
1.390894088E1,-2.123484192E0,7.529342651E-2,9.636361084E0,9.867842173E0
1.391898288E1,-2.080373840E0,6.601272583E-2,9.626481628E0,9.848932000E0
1.392902488E1,-2.043849792E0,5.882766724E-2,9.609716492E0,9.824837593E0
1.393906588E1,-2.019300842E0,6.107299805E-2,9.598190460E0,9.808494579E0
1.394910787E1,-1.957329712E0,5.628295898E-2,9.573940887E0,9.772136485E0
1.395914888E1,-1.941163330E0,7.589218140E-2,9.547895050E0,9.743519620E0
1.396919087E1,-1.913770294E0,9.520202637E-2,9.541907501E0,9.732398416E0
1.397923188E1,-1.860181732E0,9.220825195E-2,9.568103027E0,9.747685570E0
1.398927388E1,-1.817969513E0,1.122665405E-1,9.590556335E0,9.761986875E0
1.399931487E1,-1.765129395E0,1.154100037E-1,9.599537659E0,9.761153851E0
1.400935688E1,-1.688638458E0,1.049317932E-1,9.605525208E0,9.753390438E0
1.401939787E1,-1.593286743E0,8.143066406E-2,9.633966064E0,9.765167471E0
1.402943988E1,-1.505569153E0,7.454498291E-2,9.670939178E0,9.787714750E0
1.403948088E1,-1.389410706E0,6.376739502E-2,9.722731476E0,9.821712465E0
1.404952288E1,-1.271755371E0,5.059478760E-2,9.792037354E0,9.874407177E0
1.405956388E1,-1.141226807E0,3.023712158E-2,9.825417938E0,9.891519123E0
1.406960587E1,-1.057101746E0,2.200424194E-2,9.822573853E0,9.879317050E0
1.407964688E1,-1.022673340E0,2.514770508E-2,9.826765137E0,9.879868735E0
1.408968887E1,-1.020727386E0,7.469467163E-2,9.903705139E0,9.956447116E0
1.409973088E1,-9.865983582E-1,1.091230774E-1,9.921368408E0,9.970899421E0
1.410977188E1,-9.307644653E-1,1.116677856E-1,9.927206268E0,9.971369840E0
1.411981388E1,-8.869056702E-1,1.068777466E-1,9.937684479E0,9.977755124E0
1.412985488E1,-8.385562134E-1,8.622070312E-2,9.891580353E0,9.927435339E0
1.413989687E1,-8.354127502E-1,1.074765015E-1,9.830806732E0,9.866824548E0
1.414993788E1,-8.253836060E-1,1.215472412E-1,9.807904358E0,9.843323612E0
1.415997987E1,-7.702981567E-1,8.143066406E-2,9.749376068E0,9.780098359E0
1.417002088E1,-7.018904114E-1,7.244934082E-2,9.814191284E0,9.839524868E0
1.418006288E1,-6.653663635E-1,1.044827271E-1,9.847571869E0,9.870577529E0
1.419010388E1,-6.604266357E-1,1.273851013E-1,9.857451324E0,9.880371295E0
1.420014588E1,-6.286926270E-1,1.137634277E-1,9.870474243E0,9.891130285E0
1.421018687E1,-5.557942200E-1,8.202941895E-2,9.879754944E0,9.895715931E0
1.422022888E1,-5.204676819E-1,5.987548828E-2,9.846673737E0,9.860601166E0
1.423026988E1,-5.186714172E-1,6.601272583E-2,9.793983307E0,9.807929788E0
1.424031188E1,-5.203179932E-1,7.738906860E-2,9.766590271E0,9.780746669E0
1.425035388E1,-5.049000549E-1,8.143066406E-2,9.743538208E0,9.756950949E0
1.426039488E1,-4.635859680E-1,8.756790161E-2,9.749376068E0,9.760784487E0
1.427043688E1,-4.150868225E-1,8.143066406E-2,9.764344940E0,9.773502961E0
1.428047787E1,-3.598516846E-1,7.948471069E-2,9.788893890E0,9.795828431E0
1.429051988E1,-2.782713318E-1,4.864883423E-2,9.810598755E0,9.814665026E0
1.430056088E1,-2.022294617E-1,6.286926270E-3,9.720935211E0,9.723040556E0
1.431060288E1,-2.148033142E-1,9.969268799E-2,9.929301910E0,9.932125428E0
1.432064388E1,-1.800755310E-1,1.434017944E-1,1.000190094E1,1.000454965E1
1.433068588E1,-1.318757629E-1,1.688488770E-1,1.018242554E1,1.018467923E1
