t,p
0.089392416,996.4333496
0.129384239,996.4158936
0.169391218,996.4012451
0.209388562,996.4095459
0.249389916,996.4048462
0.289409239,996.4076538
0.32939002,996.43927
0.369387833,996.4624634
0.409394551,996.4575806
0.449390593,996.4445801
0.489393978,996.4240112
0.52940226,996.3748779
0.569390333,996.2943726
0.609395593,996.2631226
0.649393666,996.3228149
0.68938726,996.3774414
0.729390749,996.3748779
0.769390385,996.3515015
0.809388562,996.3642578
0.849395489,996.3827515
0.88941153,996.4214478
0.929384812,996.4188843
0.969386635,996.3980713
1.009391426,996.4112549
1.049390593,996.3982544
1.089387208,996.3980713
1.129389083,996.4267578
1.169385228,996.4163208
1.209392728,996.4346313
1.249388145,996.4059448
1.289389187,996.4320679
1.329391739,996.4450073
1.369391687,996.4554443
1.40938502,996.4760742
1.449404916,996.47052
1.489397468,996.4343872
1.529395645,996.4605103
1.569388093,996.4683838
1.609390124,996.4785767
1.64938877,996.4575806
1.68939101,996.4735107
1.729389708,996.4941406
1.769386583,996.4813843
1.809383614,996.4760742
1.849398978,996.4735107
1.889392364,996.512146
1.929402208,996.4656372
1.969385645,996.5098267
2.009389083,996.5070801
2.049398978,996.5149536
2.089391687,996.5019531
2.129395072,996.5098267
2.169388353,996.5540161
2.209385072,996.5408936
2.249393249,996.5408936
2.289390385,996.5487061
2.329393093,996.5251465
2.369391478,996.5695801
2.409393718,996.5487061
2.449390176,996.5667725
2.48938653,996.5875854
2.529395593,996.5535889
2.569386583,996.5744629
2.60938851,996.5901489
2.64939002,996.6343384
2.689393822,996.6473389
2.729394447,996.6834717
2.769389864,996.6704712
2.809389343,996.6575317
2.849390905,996.6470947
2.889390333,996.6757812
2.929390593,996.6499023
2.969388874,996.6655884
3.009390905,996.6549683
3.049390489,996.6524048
3.089396114,996.6887817
3.129391062,996.6600952
3.169390593,996.6213989
3.209417624,996.6499023
3.249388822,996.6500854
3.289396687,996.6318359
3.329401166,996.6107788
3.369387728,996.6005859
3.409397572,996.5901489
3.449389343,996.574646
3.489389343,996.5459595
3.52938903,996.564209
3.569395437,996.5202637
3.609391426,996.5200195
3.649387728,996.5177002
3.689388041,996.5125732
3.729401062,996.4813843
3.769390228,996.4760742
3.809395228,996.4994507
3.849391791,996.4890137
3.889391895,996.4735107
3.92939377,996.5047607
3.969386947,996.4943237
4.009405593,996.4788208
4.049405593,996.4679565
4.089388666,996.4395142
4.12938778,996.4679565
4.16940002,996.4813843
4.209388197,996.4968872
4.249391687,996.4526978
4.289390593,996.4760742
4.329387728,996.4658203
4.369391791,996.4994507
4.409389603,996.4735107
4.449394603,996.4630737
4.489406374,996.4630737
4.529385645,996.4475708
4.569390749,996.4760742
4.609392624,996.4968872
4.649396374,996.4891968
4.689390489,996.4941406
4.729390801,996.4707642
4.769391114,996.4838867
4.809393405,996.4994507
4.849391166,996.4966431
4.88938653,996.5019531
4.929384447,996.5049438
4.969409916,996.4890137
5.009394812,996.4864502
5.049389135,996.5123901
5.08938752,996.4970703
5.129385228,996.5123901
5.169388145,996.5125732
5.20939903,996.5100708
5.249399655,996.4920044
5.289391166,996.4943237
5.329391947,996.5125732
5.369389395,996.5098267
5.409399239,996.5177002
5.449390333,996.5253296
5.489392885,996.5149536
5.529387051,996.5438232
5.569402364,996.5644531
5.609385072,996.5901489
5.649395124,996.6086426
