"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.408014822E1,-1.792240143E-2,-7.553723454E-2,-1.060563326E-1
1.409916317E1,-1.631069183E-2,-8.419930935E-2,-8.677220345E-2
1.411817807E1,-8.436203003E-3,-7.931852341E-2,-8.540225029E-2
1.413719301E1,-2.536773682E-4,-8.694945276E-2,-8.447670937E-2
1.415620791E1,-2.823066711E-2,-7.909826934E-2,-7.874131203E-2
1.417522281E1,-3.582000732E-2,-7.544027269E-2,-1.013300419E-1
1.419423775E1,-1.793003082E-2,-7.119069993E-2,-9.927845001E-2
1.421325265E1,-7.747650146E-3,-8.158144355E-2,-1.000229120E-1
1.423226760E1,-8.635520935E-3,-7.864120603E-2,-1.029821634E-1
1.425128249E1,-3.033065796E-2,-7.168138027E-2,-8.102524281E-2
1.427029744E1,-5.847835541E-2,-6.620134413E-2,-5.110323429E-2
1.428931234E1,-3.483390808E-2,-6.477092206E-2,-3.983926773E-2
1.430832728E1,5.877494812E-3,-7.487492263E-2,-4.743623734E-2
1.432734218E1,-6.717681885E-3,-8.008125424E-2,-3.947854042E-2
1.434635713E1,-3.314018250E-2,-6.784757972E-2,-2.961337566E-2
1.436537203E1,-3.787422180E-2,-5.511917174E-2,-2.116429806E-2
1.438438697E1,-3.129291534E-2,-7.111991942E-2,-4.810345173E-2
1.440340187E1,-1.682758331E-2,-4.983672500E-2,-6.378602982E-2
1.442241682E1,-1.067066193E-2,-5.431413651E-2,-4.889345169E-2
1.444143171E1,-3.008651733E-2,-7.317443192E-2,-5.630266666E-2
1.446044666E1,-3.727340698E-2,-6.223466992E-2,-6.339037418E-2
1.447946156E1,-2.946186066E-2,-2.656686306E-2,-6.396782398E-2
1.449847650E1,-1.512622833E-2,-1.968908310E-2,-5.532717705E-2
1.451749140E1,-2.416515350E-2,-2.619570494E-2,-5.007636547E-2
1.453650635E1,-2.253055573E-2,-3.747341037E-2,-7.551670074E-2
1.455552124E1,-1.115417480E-2,-3.344836831E-2,-8.991730213E-2
1.457453619E1,-1.602745056E-2,-2.092447877E-2,-9.760963917E-2
1.459355109E1,-2.619743347E-2,7.457822561E-3,-1.025766134E-1
1.461256604E1,-1.064586639E-2,2.352863550E-3,-9.828925133E-2
1.463158093E1,-2.398586273E-2,-1.279830933E-2,-9.501671791E-2
1.465059588E1,-3.339385986E-2,-1.999622583E-2,-7.112407684E-2
1.466961078E1,-2.623653412E-2,-2.081280947E-2,-6.361138821E-2
1.468862567E1,-2.272319794E-2,-3.003978729E-2,-7.433021069E-2
1.470764062E1,-2.158355713E-2,-3.312402964E-2,-6.549525261E-2
1.472665557E1,-1.883888245E-2,-3.872013092E-2,-5.088937283E-2
1.474567046E1,-1.979637146E-2,-4.390555620E-2,-4.603219032E-2
1.476468536E1,-2.476215363E-2,-4.596687853E-2,-4.570877552E-2
1.478370031E1,-2.204322815E-2,-4.465317726E-2,-4.710721970E-2
1.480271525E1,-2.165699005E-2,-5.794274807E-2,-6.455004215E-2
1.482173015E1,-1.623344421E-2,-6.450121105E-2,-6.877303123E-2
1.484074505E1,-2.705478668E-2,-6.217905879E-2,-7.282435894E-2
1.485975999E1,-2.253818512E-2,-4.517647624E-2,-7.291257381E-2
1.487877494E1,-2.210235596E-2,-5.430108309E-2,-7.722008228E-2
1.489778984E1,-1.279640198E-2,-5.110876262E-2,-8.425605297E-2
1.491680478E1,-2.555179596E-2,-4.427830875E-2,-9.719681740E-2
1.493581968E1,-2.322006226E-2,-3.363183141E-2,-9.909951687E-2
1.495483463E1,-1.646518707E-2,-3.342372179E-2,-7.884109020E-2
1.497384952E1,-1.966476440E-2,-4.224061966E-2,-7.231068611E-2
1.499286447E1,-1.757526398E-2,-4.886806011E-2,-6.774032116E-2
1.501187937E1,-7.591247559E-3,-3.828641772E-2,-7.376980782E-2
1.503089432E1,-1.010990143E-2,-2.116072178E-2,-7.097005844E-2
1.504990921E1,-2.631855011E-2,-2.492958307E-2,-7.816123962E-2
1.506892416E1,-2.873229980E-2,-4.213830829E-2,-7.991349697E-2
1.508793906E1,-2.041625977E-2,-2.761679888E-2,-8.606076241E-2
1.510695400E1,-3.721714020E-2,-3.026926517E-2,-8.741760254E-2
1.512596890E1,-9.703636169E-3,-3.100749850E-2,-8.385372162E-2
1.514498385E1,1.066875458E-2,-3.339165449E-2,-6.792140007E-2
1.516399874E1,-1.356887817E-2,-3.415483236E-2,-5.387187004E-2
1.518301369E1,-4.489517212E-2,-2.202087641E-2,-4.857182503E-2
1.520202859E1,-2.514553070E-2,-5.192911625E-2,-7.394373417E-2
1.522104354E1,-2.583122253E-2,-8.643488586E-2,-1.038936377E-1
1.524005843E1,-9.292602539E-3,-6.156778336E-2,-9.795033932E-2
1.525907338E1,-5.916595459E-3,-1.707953215E-2,-7.473766804E-2
1.527808828E1,-4.230976105E-2,-2.329376340E-2,-6.471729279E-2
1.529710322E1,-4.237842560E-2,-3.207758069E-2,-6.216192245E-2
1.531611812E1,-2.998352051E-2,-3.997033834E-2,-6.648647785E-2
1.533513307E1,-1.262664795E-3,-4.621829093E-2,-6.362533569E-2
1.535414801E1,-1.395893097E-2,-4.920755327E-2,-4.837715626E-2
1.537316291E1,-5.123615265E-2,-2.908307314E-2,-5.922257900E-2
1.539217786E1,-4.043865204E-2,-2.221965790E-2,-8.437502384E-2
1.541119275E1,-5.354881287E-3,-2.694499493E-2,-8.169078827E-2
1.543020770E1,-1.679039001E-2,-2.261847258E-2,-7.427990437E-2
1.544922260E1,-2.653598785E-2,-2.889883518E-2,-7.641434669E-2
1.546823755E1,-2.923107147E-2,-6.016126275E-2,-8.409082890E-2
1.548725249E1,-2.536296844E-2,-7.206858695E-2,-5.924308300E-2
1.550626739E1,-8.867263794E-3,-6.915719807E-2,-6.312847137E-2
1.552528234E1,-1.548767090E-2,-6.995216012E-2,-8.466112614E-2
1.554429723E1,-2.283954620E-2,-5.889309943E-2,-9.746193886E-2
1.556331218E1,-2.881050110E-2,-4.785640538E-2,-9.222352505E-2
1.558232708E1,-2.676773071E-2,-3.562220931E-2,-7.755625248E-2
1.560134203E1,-1.705837250E-2,-5.235125124E-2,-6.059944630E-2
1.562035692E1,-7.707595825E-3,-4.368582368E-2,-4.737961292E-2
1.563937187E1,-1.677608490E-2,-3.819277883E-2,-5.491447449E-2
1.565838682E1,-3.007984161E-2,-3.726625443E-2,-5.158686638E-2
1.567740171E1,-2.381610870E-2,-4.781872034E-2,-5.413067341E-2
1.569641666E1,-2.839374542E-2,-3.575271368E-2,-4.642534256E-2
1.571543156E1,-1.501846313E-2,-3.335899115E-2,-5.418443680E-2
1.573444650E1,-1.661396027E-2,-5.014722049E-2,-5.520713329E-2
1.575346140E1,-3.008460999E-2,-6.543911994E-2,-5.498695374E-2
1.577247635E1,-3.223991394E-2,-3.054767847E-2,-5.460298061E-2
1.579149130E1,-2.122783661E-2,-2.057167888E-2,-6.526601315E-2
1.581050619E1,-2.203655243E-2,-3.431886435E-2,-5.302286148E-2
1.582952114E1,-2.823352814E-2,-3.934173286E-2,-5.321097374E-2
1.584853604E1,-1.182365417E-2,-4.288625717E-2,-6.054639816E-2
1.586755098E1,-5.571365356E-3,-3.978158534E-2,-7.231819630E-2
1.588656593E1,-2.742481232E-2,-3.699718416E-2,-8.061373234E-2
1.590558083E1,-3.042507172E-2,-5.786637962E-2,-1.035544872E-1
1.592459578E1,-1.024055481E-2,-6.394916773E-2,-1.074377298E-1
1.594361067E1,-2.913570404E-2,-4.088906944E-2,-8.571267128E-2
1.596262562E1,-1.936054230E-2,-2.015259862E-2,-7.068336010E-2
1.598164057E1,-2.511978149E-3,-2.185964584E-2,-8.393061161E-2
1.600065546E1,-1.247787476E-2,-4.223854840E-2,-7.519900799E-2
1.601967041E1,-3.904724121E-2,-5.636985600E-2,-3.920078278E-2
1.603868531E1,-2.055168152E-2,-6.837341189E-2,-5.227065086E-2
1.605770025E1,-1.429462433E-2,-8.992625773E-2,-8.905458450E-2
1.607671520E1,-3.722381592E-2,-6.947433949E-2,-1.022720337E-1
1.609573010E1,-2.645587921E-2,-5.151991546E-2,-8.671736717E-2
1.611474505E1,-2.833461761E-2,-4.431363940E-2,-7.667744160E-2
1.613375999E1,-2.904415131E-2,-4.662331939E-2,-7.485723495E-2
1.615277489E1,-1.970481873E-2,-4.106612504E-2,-5.052900314E-2
1.617178984E1,-2.289390564E-2,-5.240729451E-2,-2.469658852E-2
1.619080473E1,-2.484989166E-2,-7.581615448E-2,-1.670718193E-3
1.620981968E1,-2.429294586E-2,-7.234618068E-2,-3.344476223E-2
1.622883463E1,-3.317928314E-2,-5.975809693E-2,-6.236791611E-2
1.624784952E1,-2.021503448E-2,-4.037560523E-2,-8.481371403E-2
1.626686447E1,-2.341270447E-2,-6.962776184E-3,-5.732083321E-2
1.628587942E1,-2.828216553E-2,-1.053404808E-2,-2.148795128E-2
1.630489432E1,-2.068710327E-2,-2.642682195E-2,-1.401984692E-2
1.632390926E1,-2.636909485E-2,-2.820472419E-2,-4.537260532E-2
1.634292421E1,-3.065872192E-2,-4.377102852E-2,-5.133199692E-2
1.636193911E1,-2.165508270E-2,-4.938606918E-2,-3.489780426E-2
1.638095406E1,-2.132797241E-2,-6.579539180E-2,-2.743113041E-2
1.639996895E1,-2.931976318E-2,-5.418893695E-2,-5.074059963E-2
1.641898390E1,-3.800487518E-2,-3.429158032E-2,-3.664779663E-2
1.643799885E1,-3.628730774E-2,-4.836557806E-2,-3.198230267E-2
1.645701380E1,-2.017307281E-2,-4.513509572E-2,-4.931330681E-2
1.647602869E1,-8.497238159E-3,-4.768908024E-2,-8.161723614E-2
1.649504364E1,-2.557849884E-2,-7.148031890E-2,-7.323288918E-2
1.651405859E1,-3.269004822E-2,-4.900594056E-2,-4.706406593E-2
1.653307348E1,-3.257274628E-2,-4.780450463E-2,-3.479099274E-2
1.655208843E1,-1.634120941E-2,-2.695587277E-2,-6.151831150E-2
1.657110338E1,-9.592056274E-3,-6.328363717E-2,-8.977997303E-2
1.659011828E1,-7.281303406E-3,-6.787776947E-2,-9.443211555E-2
1.660913322E1,-2.401161194E-2,-6.302043796E-2,-8.656096458E-2
1.662814812E1,-4.499530792E-2,-4.795838892E-2,-9.646356106E-2
1.664716307E1,-2.777099609E-2,-4.884712398E-2,-8.733749390E-2
1.666617801E1,-1.101589203E-2,-6.519809365E-2,-6.382322311E-2
1.668519296E1,-6.693840027E-3,-6.319788098E-2,-2.257561684E-2
1.670420786E1,-2.668952942E-2,-6.043358147E-2,-7.692098618E-3
1.672322281E1,-3.389358521E-2,-4.728800058E-2,-2.927529812E-2
1.674223775E1,-2.621936798E-2,-5.173724890E-2,-6.587719917E-2
1.676125265E1,-1.015377045E-2,-4.142241180E-2,-7.946908474E-2
1.678026760E1,-4.142379761E-2,-4.280358553E-2,-5.662560463E-2
1.679928255E1,-4.086112976E-2,-5.599001050E-2,-3.866744041E-2
1.681829744E1,-1.045989990E-2,-6.772494316E-2,-4.344475269E-2
1.683731239E1,5.580902100E-3,-4.340784252E-2,-6.367540359E-2
1.685632734E1,-3.148174286E-2,-2.144223452E-2,-5.874848366E-2
1.687534223E1,-3.848171234E-2,-4.606190324E-2,-4.086482525E-2
1.689435718E1,-4.029560089E-2,-7.506066561E-2,-6.932675838E-2
1.691337213E1,-2.575874329E-2,-3.848473728E-2,-8.448565006E-2
1.693238708E1,-1.298522949E-2,-8.833825588E-3,-7.618999481E-2
1.695140197E1,-2.105712891E-2,-5.687445402E-3,-6.939971447E-2
1.697041692E1,-2.780532837E-2,-1.725453138E-2,-6.332755089E-2
1.698943187E1,-8.528709412E-3,-3.025931120E-2,-7.092320919E-2
1.700844676E1,-1.345252991E-2,-4.030396044E-2,-7.332706451E-2
1.702746171E1,-3.636932373E-2,-3.503122926E-2,-5.993652344E-2
1.704647666E1,-5.349349976E-2,-3.495812416E-2,-6.025242805E-2
1.706549156E1,-1.027965546E-2,-3.289833665E-2,-6.978726387E-2
1.708450650E1,7.329940796E-3,-1.878830791E-2,-7.678651810E-2
1.710352145E1,-2.740955353E-2,-4.347056150E-3,-5.300259590E-2
1.712253640E1,-3.305435181E-2,-1.345196366E-2,-3.869497776E-2
1.714155130E1,-3.462123871E-2,-6.660999358E-2,-4.820716381E-2
1.716056624E1,-2.077770233E-2,-5.264183879E-2,-4.752612114E-2
1.717958119E1,-3.272724152E-2,-1.178523898E-2,-6.025087833E-2
1.719859614E1,-3.395271301E-2,-1.027789712E-2,-4.248154163E-2
1.721761104E1,-4.327583313E-2,-2.840054035E-2,-3.426551819E-2
1.723662598E1,-4.109382629E-2,-6.611877680E-2,-2.127563953E-2
1.725564093E1,-3.450202942E-2,-6.591020525E-2,-3.271913528E-2
1.727465588E1,-2.214813232E-2,-3.663784266E-2,-2.038538456E-2
1.729367078E1,-3.100013733E-2,-1.531848311E-2,-2.364373207E-2
1.731268572E1,-3.557777405E-2,-4.070550203E-3,-2.683460712E-2
1.733170067E1,-3.121471405E-2,-4.924795032E-2,-3.549015522E-2
1.735071562E1,-3.311252594E-2,-8.305081725E-2,-4.086196423E-2
1.736973051E1,-1.534938812E-2,-8.987742662E-2,-4.500865936E-2
1.738874546E1,-7.305145264E-4,-8.122587204E-2,-4.565024376E-2
1.740776041E1,-1.789093018E-3,-5.677260458E-2,-4.839336872E-2
1.742677531E1,-3.623104095E-2,-4.798832536E-2,-5.804574490E-2
1.744579025E1,-4.190254211E-2,-6.859865785E-2,-7.051610947E-2
1.746480520E1,-3.158187866E-2,-5.287262797E-2,-9.547543526E-2
1.748382015E1,-2.378654480E-2,-4.755952954E-2,-1.026940346E-1
1.750283505E1,-2.910232544E-2,-4.297113419E-2,-9.164845943E-2
1.752184999E1,-1.831722260E-2,-3.837223351E-2,-7.120740414E-2
1.754086494E1,-1.249217987E-2,-3.917416930E-2,-7.643485069E-2
1.755987989E1,-3.352165222E-3,-4.392822087E-2,-7.051908970E-2
1.757889479E1,-1.435184479E-2,-5.112025142E-2,-5.483269691E-2
1.759790973E1,-2.299594879E-2,-5.831357837E-2,-5.512130260E-2
1.761692468E1,-2.321720123E-2,-6.615217030E-2,-5.560910702E-2
1.763593963E1,-2.438735962E-2,-5.195403099E-2,-5.144655704E-2
1.765495452E1,-3.449535370E-2,-2.442389727E-2,-4.208362103E-2
1.767396947E1,-1.167774200E-2,-1.660290360E-2,-3.479170799E-2
1.769298442E1,-6.791114807E-3,-4.854688048E-2,-4.828381538E-2
1.771199937E1,-2.794837952E-2,-8.442762494E-2,-7.173705101E-2
1.773101432E1,-2.197647095E-2,-8.324499428E-2,-7.397401333E-2
1.775002921E1,-2.031993866E-2,-4.555794597E-2,-7.313692570E-2
1.776904416E1,-2.279949188E-2,-1.693266630E-2,-7.528781891E-2
1.778805911E1,-2.708148956E-2,-2.806624770E-2,-6.501555443E-2
1.780707406E1,-1.732444763E-2,-3.934091330E-2,-7.376241684E-2
1.782608900E1,-1.516532898E-2,-6.544905901E-2,-1.056994200E-1
1.784510390E1,-2.470779419E-2,-6.840345263E-2,-1.108484268E-1
1.786411885E1,-1.302051544E-2,-6.532347202E-2,-1.165831089E-1
1.788313380E1,-1.224231720E-2,-5.970895290E-2,-8.457291126E-2
1.790214874E1,-2.223014832E-2,-3.755538166E-2,-6.960701942E-2
1.792116364E1,-2.260303497E-2,-3.866845369E-2,-8.120107651E-2
1.794017859E1,-2.333736420E-2,-3.356696665E-2,-1.189095974E-1
1.795919354E1,-8.398056030E-3,-6.926621497E-2,-1.232749224E-1
1.797820848E1,-1.088428497E-2,-7.266415656E-2,-1.094310284E-1
1.799722343E1,-2.044296265E-2,-5.427002907E-2,-1.060470343E-1
1.801623833E1,-2.875232697E-2,-5.608814955E-2,-1.224431992E-1
1.803525328E1,-1.945590973E-2,-6.140589714E-2,-1.425352097E-1
1.805426822E1,-9.532928467E-3,-6.042893231E-2,-1.272361279E-1
1.807328317E1,-1.939392090E-2,-4.294131696E-2,-9.605860710E-2
1.809229812E1,-2.389335632E-2,-3.433614969E-2,-7.370138168E-2
1.811131301E1,-1.773548126E-2,-3.776328266E-2,-7.609939575E-2
1.813032796E1,-7.725715637E-3,-5.298300087E-2,-9.398567677E-2
1.814934291E1,-2.386474609E-2,-3.874395788E-2,-9.096133709E-2
1.816835786E1,-3.392791748E-2,-2.085672319E-2,-6.988596916E-2
1.818737281E1,-2.937412262E-2,-1.319208741E-2,-6.014943123E-2
1.820638775E1,-1.521110535E-2,-2.807801962E-2,-5.918490887E-2
1.822540265E1,-1.298427582E-2,-5.004905164E-2,-7.018315792E-2
1.824441760E1,-1.916313171E-2,-4.662644863E-2,-6.072473526E-2
1.826343255E1,-1.971149445E-2,-3.220932186E-2,-7.882285118E-2
1.828244749E1,-2.460670471E-2,-1.581063867E-2,-8.741736412E-2
1.830146244E1,-2.296924591E-2,-2.981773019E-2,-8.971440792E-2
1.832047734E1,-1.477241516E-2,-2.848920226E-2,-7.193088531E-2
1.833949229E1,-2.127265930E-2,-4.161186516E-2,-9.424471855E-2
1.835850723E1,-2.276420593E-3,-4.140703380E-2,-1.205952168E-1
1.837752218E1,8.296966553E-4,-3.821446002E-2,-1.456063986E-1
1.839653713E1,-4.517078400E-2,-5.549499393E-2,-1.077686548E-1
1.841555208E1,-4.258537292E-2,-6.119659543E-2,-7.304668427E-2
1.843456697E1,4.714012146E-3,-5.466488004E-2,-8.046221733E-2
1.845358192E1,1.592922211E-2,-4.773947597E-2,-9.014713764E-2
1.847259687E1,-3.553867340E-2,-3.754842281E-2,-6.174290180E-2
1.849161182E1,-3.375244141E-2,-5.468136072E-2,-2.036845684E-2
1.851062676E1,-3.536605835E-2,-7.105042040E-2,-5.850052834E-2
1.852964171E1,-2.363681793E-2,-3.187374771E-2,-8.492398262E-2
1.854865661E1,-1.333332062E-2,-3.353253007E-2,-9.174239635E-2
1.856767156E1,-2.588748932E-2,-4.640527070E-2,-7.372176647E-2
1.858668650E1,-3.274631500E-2,-3.313145041E-2,-4.440546036E-2
1.860570145E1,-7.011413574E-3,-2.278099954E-2,-3.245449066E-2
1.862471640E1,-1.664257050E-2,-3.952491283E-2,-4.898869991E-2
1.864373135E1,-2.735233307E-2,-6.245902181E-2,-6.035923958E-2
1.866274624E1,-3.308486938E-2,-4.968996346E-2,-4.182064533E-2
1.868176119E1,-1.339912415E-2,-2.861098945E-2,-6.404483318E-2
1.870077614E1,-5.516052246E-3,-3.442943096E-3,-9.590113163E-2
1.871979109E1,-3.131389618E-2,-5.591452122E-3,-1.049293280E-1
1.873880604E1,-1.820945740E-2,-2.391055226E-2,-8.172881603E-2
1.875782098E1,-1.898097992E-2,-5.109006166E-2,-6.276416779E-2
1.877683588E1,-2.046585083E-2,-5.827422440E-2,-6.398165226E-2
1.879585083E1,-1.610374451E-2,-5.381561816E-2,-8.587920666E-2
1.881486578E1,-2.274894714E-2,-6.507787108E-2,-9.250807762E-2
1.883388072E1,-2.773952484E-2,-5.597595870E-2,-9.406769276E-2
1.885289567E1,-2.275180817E-2,-2.579426765E-2,-5.797839165E-2
1.887191062E1,-2.768516541E-2,-1.987385750E-2,-5.295920372E-2
1.889092557E1,-2.500057220E-2,-3.676989675E-2,-4.891157150E-2
1.890994046E1,-1.428985596E-2,-6.295287609E-2,-6.044042110E-2
1.892895541E1,-1.691818237E-2,-7.085478306E-2,-5.862307549E-2
1.894797036E1,-2.374458313E-2,-5.863057077E-2,-6.378495693E-2
1.896698531E1,-2.690410614E-2,-2.969971299E-2,-8.387517929E-2
1.898600025E1,-2.125072479E-2,-2.203951776E-2,-6.633150578E-2
1.900501520E1,-2.042675018E-2,-2.398644388E-2,-5.237007141E-2
1.902403015E1,-2.776813507E-2,-5.192084610E-2,-5.668532848E-2
1.904304505E1,-1.757812500E-2,-6.393159926E-2,-6.952273846E-2
1.906205999E1,-1.894378662E-2,-4.702553153E-2,-8.137822151E-2
1.908107494E1,-2.359580994E-2,-5.449742079E-2,-9.313154221E-2
1.910008989E1,-2.218246460E-2,-6.632684171E-2,-8.551609516E-2
1.911910484E1,-2.325534821E-2,-6.183519959E-2,-7.077383995E-2
1.913811978E1,-2.022171021E-2,-3.891612589E-2,-5.716013908E-2
1.915713473E1,-5.471229553E-3,-3.481553495E-2,-7.597744465E-2
1.917614963E1,-2.009773254E-2,-3.082567453E-2,-9.199881554E-2
1.919516458E1,-3.679656982E-2,-7.555076480E-2,-9.306848049E-2
1.921417953E1,-2.777862549E-2,-1.116359830E-1,-9.071791172E-2
1.923319447E1,-1.294040680E-2,-7.896760106E-2,-6.986582279E-2
1.925220942E1,-3.730106354E-2,-5.257143080E-2,-8.073580265E-2
1.927122437E1,-1.972579956E-2,-8.441424370E-2,-5.577087402E-2
1.929023932E1,1.231193542E-3,-9.012092650E-2,-3.973412514E-2
1.930925426E1,-1.614284515E-2,-4.945969582E-2,-4.069566727E-3
1.932826916E1,-5.504798889E-2,-1.430803537E-2,1.285612583E-2
1.934728411E1,-6.055068970E-2,-6.331205368E-3,-8.574604988E-3
1.936629906E1,-5.630779266E-2,1.221776009E-2,-3.537583351E-2
1.938531400E1,-3.969383240E-2,4.575642943E-2,-2.515089512E-2
1.940432895E1,-3.372764587E-2,4.819923639E-2,1.531243324E-2
1.942334390E1,-3.894329071E-2,1.722323895E-2,3.458011150E-2
1.944235885E1,-5.041217804E-2,-1.520994306E-2,1.865899563E-2
1.946137380E1,-3.984355927E-2,1.554396749E-2,9.606242180E-3
1.948038869E1,-2.773380280E-2,6.914043427E-2,-9.998083115E-3
1.949940364E1,-1.822280884E-2,2.855390310E-2,-2.339053154E-2
1.951841859E1,-3.094387054E-2,-2.022707462E-2,2.072453499E-3
1.953743354E1,-3.980064392E-2,-4.391646385E-2,-6.241202354E-3
1.955644848E1,-4.595565796E-2,-1.687085629E-2,-2.511584759E-2
1.957546343E1,1.254081726E-3,-1.222938299E-2,-5.077087879E-2
1.959447838E1,3.414916992E-2,-5.271202326E-2,-7.423114777E-2
1.961349333E1,4.593849182E-3,-5.240559578E-2,-9.160804749E-2
1.963250828E1,-4.348945618E-2,-4.075744748E-2,-8.134412766E-2
1.965152317E1,-8.421421051E-2,-3.022065759E-2,-1.069124937E-1
1.967053812E1,-6.080055237E-2,-4.931740463E-2,-1.115170717E-1
1.968955307E1,-1.745223999E-3,-8.368134499E-3,-1.247098446E-1
1.970856801E1,2.130031586E-2,-3.620834649E-2,-1.110912561E-1
1.972758296E1,1.591968536E-2,-1.291130036E-1,-1.003717184E-1
1.974659791E1,-3.385353088E-2,-1.240554601E-1,-1.620346308E-1
1.976561286E1,-1.933097839E-2,-1.287056357E-1,-1.585390568E-1
1.978462781E1,-2.332401276E-2,-1.215562075E-1,-1.373480558E-1
1.980364275E1,-1.820278168E-2,-1.407577991E-1,-1.587710381E-1
1.982265765E1,2.367973328E-3,-9.014876187E-2,-1.268979311E-1
1.984167260E1,1.011848450E-3,-6.793388724E-2,-8.245754242E-2
1.986068755E1,-3.593158722E-2,-6.831364334E-2,-6.883144379E-2
1.987970249E1,-5.524635315E-3,-2.136927843E-2,-9.733843803E-2
1.989871744E1,1.205348969E-2,-2.764612436E-2,-9.837138653E-2
1.991773239E1,-2.460098267E-2,-6.170038879E-2,-9.370577335E-2
1.993674734E1,-4.315853119E-2,-9.316694736E-2,-4.516732693E-2
1.995576229E1,-2.185153961E-2,-1.313199401E-1,-1.600742340E-2
1.997477723E1,-2.112197876E-2,-1.403204054E-1,-3.828489780E-2
1.999379218E1,-2.264499664E-2,-1.460613012E-1,-6.627559662E-2
2.001280713E1,-2.888202667E-2,-1.168342233E-1,-8.009719849E-2
2.003182202E1,-2.626419067E-2,-8.803486824E-2,-6.955456734E-2
2.005083697E1,-2.547264099E-3,-1.242304444E-1,-8.536565304E-2
2.006985192E1,6.303787231E-3,-1.630362868E-1,-4.622781277E-2
2.008886687E1,-2.799034119E-2,-1.383554041E-1,-1.443719864E-2
2.010788182E1,-1.914215088E-2,-9.429146349E-2,-1.331126690E-2
2.012689676E1,-3.549575806E-3,-8.030518889E-2,-4.052948952E-2
2.014591171E1,1.191139221E-3,-6.161054969E-2,-3.395760059E-2
2.016492666E1,-2.682971954E-2,-2.474260330E-2,-3.873550892E-2
2.018394161E1,-3.271484375E-2,-2.306726575E-2,-3.222894669E-2
2.020295656E1,-3.921699524E-2,-1.599982381E-2,-3.197252750E-2
2.022197150E1,-6.560420990E-2,2.780094743E-2,-5.372011662E-2
2.024098640E1,-5.427551270E-2,6.215223670E-2,-8.622992039E-2
2.026000135E1,-1.736164093E-2,4.299587011E-2,-1.011207104E-1
2.027901630E1,-2.244377136E-2,1.210027933E-2,-6.834506989E-2
2.029803124E1,-2.997112274E-2,1.285225153E-2,-2.782416344E-2
2.031704619E1,-2.937889099E-2,1.583033800E-2,-1.576614380E-2
2.033606114E1,-1.880550385E-2,1.374450326E-2,-4.111909866E-2
2.035507609E1,-2.268123627E-2,-1.963734627E-3,-6.499111652E-2
2.037409104E1,-3.444862366E-2,2.367705107E-2,-1.151077747E-1
2.039310598E1,-5.569362640E-2,4.788175225E-2,-1.299394369E-1
2.041212093E1,-5.567264557E-2,1.221612096E-2,-9.330868721E-2
2.043113588E1,-2.341365814E-2,-6.693899632E-4,-4.473221302E-2
2.045015083E1,-2.548217773E-2,1.301297545E-2,-3.558516502E-2
2.046916578E1,-2.028656006E-2,2.828758955E-2,-4.454946518E-2
2.048818067E1,-2.210426331E-2,4.715675116E-2,-4.895067215E-2
2.050719562E1,-5.566501617E-2,6.758213043E-2,-7.155656815E-3
2.052621057E1,-5.531024933E-2,5.986079574E-2,1.159048080E-2
2.054522551E1,-2.034568787E-2,4.336577654E-2,-6.939530373E-3
2.056424046E1,-2.641201019E-2,3.059685230E-2,-1.221668720E-2
2.058325541E1,-4.266643524E-2,7.587581873E-3,-1.762008667E-2
2.060227036E1,-3.453445435E-2,-2.696138620E-2,-2.118885517E-2
2.062128531E1,-9.478569031E-3,-4.476371408E-2,-2.684795856E-2
2.064030025E1,-5.642890930E-3,-4.056513309E-2,-5.115318298E-2
2.065931520E1,-3.405475616E-2,-1.771757007E-2,-5.314958096E-2
2.067833015E1,-4.726696014E-2,-7.294863462E-3,-9.290349483E-2
2.069734510E1,-2.868270874E-2,-4.219970107E-2,-8.671319485E-2
2.071636005E1,-2.509975433E-2,-4.082843661E-2,-6.511294842E-2
2.073537499E1,-2.072811127E-2,-4.621592164E-2,-5.235421658E-2
2.075438994E1,-2.157115936E-2,-5.623874068E-2,-5.713164806E-2
2.077340489E1,-3.213119507E-2,-9.836386144E-2,-5.946338177E-2
2.079241984E1,-2.103424072E-2,-1.078054905E-1,-8.041381836E-2
2.081143479E1,3.149032593E-3,-9.300753474E-2,-1.086722612E-1
2.083044973E1,-1.076602936E-2,-5.250631273E-2,-8.983719349E-2
2.084946463E1,-2.965259552E-2,-2.889084816E-2,-7.670331001E-2
2.086847958E1,-4.337692261E-2,-3.194540739E-3,-5.034351349E-2
2.088749452E1,-8.253097534E-2,-7.873654366E-3,-4.183888435E-2
2.090650947E1,-3.793334961E-2,-3.265434504E-2,-4.687285423E-2
2.092552442E1,1.027965546E-2,-8.077880740E-2,-3.490066528E-2
2.094453937E1,-6.219863892E-3,-9.779989719E-2,-2.322423458E-2
2.096355432E1,-2.894973755E-2,-6.303076446E-2,-5.589723587E-4
2.098256926E1,-1.413154602E-2,-3.048253059E-2,-1.215791702E-2
2.100158421E1,-3.521060944E-2,-3.654959798E-2,-4.085993767E-2
2.102059916E1,-4.168224335E-2,-4.954199493E-2,-5.851066113E-2
2.103961411E1,-1.445293427E-2,-6.790766120E-2,-5.835521221E-2
2.105862906E1,-1.521110535E-2,-9.214627743E-2,-5.278086662E-2
