"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.138802572E1,-9.874401093E-1,1.884323359E-2,1.126698256E-1
4.140704072E1,-1.007007599E0,-1.672265530E-1,3.730269670E-1
4.142605578E1,-6.213684082E-1,-2.754233181E-1,7.436521053E-1
4.144507078E1,-5.075950623E-1,-3.696254492E-1,1.027618885E0
4.146408583E1,-4.087915421E-1,-2.697565556E-1,1.016457677E0
4.148310083E1,-2.206850052E-1,-2.389978021E-1,1.101828814E0
4.150211583E1,9.694862366E-2,-1.259134561E-1,1.441998005E0
4.152113088E1,3.931694031E-1,-1.926894933E-1,1.593340397E0
4.154014588E1,3.037919998E-1,-6.852495670E-1,1.532655954E0
4.155916093E1,1.838045120E-1,-1.252923846E0,1.807351828E0
4.157817593E1,5.738306046E-1,-1.020002127E0,2.394263268E0
4.159719098E1,6.788167953E-1,-5.346472263E-1,2.956081390E0
4.161620598E1,7.912635803E-3,2.911574244E-1,2.951254368E0
4.163522098E1,2.599678040E-1,7.079974413E-1,1.097522378E0
4.165423604E1,2.842947006E0,1.239884943E-1,-2.231696844E0
4.167325104E1,3.645894051E0,-1.057731509E0,-4.096703529E0
4.169226609E1,2.160207748E0,-1.546269536E0,-3.219306946E0
4.171128109E1,3.776988983E-1,-4.334052205E-1,-1.429859757E0
4.173029614E1,-8.491992950E-1,8.085472584E-1,-1.216711283E0
4.174931114E1,-3.520994186E-1,6.813170910E-1,-1.773887634E0
4.176832619E1,1.471732140E0,1.817489266E-1,-1.227605820E0
4.178734119E1,1.247788429E0,7.142224908E-2,-1.297227383E0
4.180635624E1,6.369390488E-1,-1.809601188E-1,-1.709607363E0
4.182537124E1,-1.668930054E-3,-3.951486349E-1,-2.011009216E0
4.184438630E1,-2.682800293E-1,-5.372407436E-1,-1.560608149E0
4.186340130E1,-1.281760216E0,2.337353677E-1,-1.205177069E0
4.188241630E1,-1.963016033E0,5.653058290E-1,-1.192874432E0
4.190143135E1,-2.437270641E0,8.193433285E-1,-1.031634331E0
4.192044635E1,-1.947053909E0,1.169852138E0,-4.679930210E-1
4.193946140E1,-1.288593292E0,1.257889271E0,-2.394720316E-1
4.195847640E1,-1.124693871E0,1.084300876E0,-1.239773929E-1
4.197749145E1,-1.002509117E0,6.538145542E-1,1.455381811E-1
4.199650645E1,-7.342720032E-1,2.383967340E-1,4.583794177E-1
4.201552150E1,-5.520954132E-1,-6.622198224E-2,6.692511439E-1
4.203453650E1,-4.786996841E-1,-8.842924237E-2,9.228823781E-1
4.205355156E1,-6.499423981E-1,-1.532884836E-1,9.245952964E-1
4.207256656E1,-7.751951218E-1,-1.435310245E-1,9.644152522E-1
4.209158161E1,-8.411426544E-1,2.409464121E-2,8.833701611E-1
4.211059661E1,-5.317010880E-1,-8.398419619E-2,9.198527932E-1
4.212961161E1,-1.376209259E-1,-1.640812159E-1,9.983177781E-1
4.214862666E1,4.574298859E-1,1.502330899E-1,1.198792338E0
4.216764171E1,1.132094383E0,7.576009035E-1,1.395997405E0
4.218665671E1,1.265279770E0,1.037481785E0,1.810036659E0
4.220567171E1,1.008028984E0,7.657498121E-1,2.340847969E0
4.222468676E1,8.381280899E-1,-2.371954620E-1,2.969223499E0
4.224370176E1,3.775320053E-1,-1.228837371E0,2.915718079E0
4.226271682E1,2.828283310E-1,-1.657478571E0,1.426481843E0
4.228173182E1,2.056737900E0,-4.263992906E-1,-2.017098904E0
4.230073364E1,3.812565804E0,1.775943995E0,-3.244578838E0
4.231976187E1,2.678844452E0,3.275823832E0,-1.900751591E0
4.233877692E1,8.433265686E-1,2.145563364E0,-7.575799823E-1
4.235777869E1,-1.683334351E0,-6.134200096E-2,-8.692402840E-1
4.237680697E1,-2.170673370E0,-1.225411296E-1,-1.115599513E0
4.239582197E1,6.418800354E-2,3.485105634E-1,-1.148323059E0
4.241483703E1,1.716524124E0,-7.471172214E-1,-1.397026300E0
4.243385202E1,1.817034721E0,-1.717869401E0,-2.332360983E0
4.245286708E1,1.784524918E0,-1.507021785E0,-2.185833693E0
4.247188208E1,1.029813766E0,-6.242706180E-1,-1.662641644E0
4.249089713E1,-4.601831436E-1,4.246643782E-1,-1.399538636E0
4.250991213E1,-2.037261963E0,8.086451292E-1,-1.498232722E0
4.252892718E1,-2.711256027E0,3.975428939E-1,-1.521784306E0
4.254794218E1,-2.013932705E0,-4.358173609E-1,-1.016376019E0
4.256695723E1,-1.026957512E0,-1.209520221E0,-6.615734696E-1
4.258597229E1,-8.477039337E-1,-1.213319063E0,-5.654727817E-1
4.260498728E1,-1.077021599E0,-7.960066795E-1,-5.593084693E-1
4.262400234E1,-1.228025436E0,-2.745529115E-1,-3.195509315E-1
4.264301734E1,-1.238076210E0,-1.248711646E-1,-2.212131023E-2
4.266203239E1,-1.253825188E0,-2.478845716E-1,1.871831417E-1
4.268104739E1,-1.151213646E0,-2.425945550E-1,4.670197368E-1
4.270006244E1,-8.010892868E-1,-1.875316352E-1,6.617460251E-1
4.271907744E1,-3.117513657E-1,-1.468808055E-1,8.355343342E-1
4.273809249E1,-1.184673309E-1,-1.621212959E-1,9.457045794E-1
4.275710749E1,6.685543060E-2,-1.205577999E-1,1.127646446E0
4.277612255E1,4.104938507E-1,-3.105537891E-1,1.540890455E0
4.279513755E1,3.480463028E-1,-5.764749050E-1,1.547242165E0
4.281415260E1,9.648227692E-2,-8.529272079E-1,1.627996802E0
4.283316760E1,2.291135788E-1,-8.431324959E-1,2.068459034E0
4.285218265E1,5.679655075E-1,-4.240904450E-1,2.688705444E0
4.287119765E1,6.637420654E-1,-2.378726378E-2,3.037270069E0
4.289021270E1,4.421510696E-1,1.604668498E-1,3.104671478E0
4.290922770E1,3.809452057E-1,2.541212142E-1,2.110037327E0
4.292822947E1,2.436556816E0,-9.594678879E-2,-5.596588254E-1
4.294725775E1,4.262932777E0,-4.361498952E-1,-2.805070877E0
4.296627281E1,2.870118141E0,-8.919326067E-1,-3.055681229E0
4.298527458E1,5.765342712E-1,-3.674402833E-1,-1.905907631E0
4.300430286E1,-1.936902523E0,4.112185240E-1,-1.858750105E0
4.302331786E1,-1.999726295E0,-1.025088429E-1,-2.040112019E0
4.304231968E1,6.336364746E-1,-4.233667254E-2,-1.734589815E0
4.306134791E1,2.354446411E0,4.354918301E-1,-1.310702682E0
4.308036296E1,7.575502396E-1,6.171342134E-1,-1.336517572E0
4.309937801E1,-1.817903519E-1,2.866120338E-1,-1.675013542E0
4.311839301E1,2.593259811E-1,-1.247880310E-1,-1.461531162E0
4.313740807E1,-7.184038162E-1,1.063715219E-1,-1.100279808E0
4.315642307E1,-1.558899879E0,4.332656860E-1,-1.076681137E0
4.317543812E1,-2.285187244E0,4.635854959E-1,-9.945022464E-1
4.319445312E1,-2.367161274E0,4.822192788E-1,-7.017484307E-1
4.321346817E1,-1.782677650E0,7.631168962E-1,-2.887813747E-1
4.323248317E1,-1.407271385E0,1.005759597E0,-1.332138777E-1
4.325149822E1,-1.174958229E0,9.920562506E-1,1.305699348E-2
4.327051328E1,-7.812585831E-1,5.496520996E-1,2.681976557E-1
4.328952828E1,-6.351423264E-1,7.788160443E-2,3.437678814E-1
4.330854333E1,-4.751434326E-1,-2.306533009E-1,6.373185515E-1
4.332755833E1,-5.441532135E-1,-1.985894144E-1,9.101505280E-1
4.334657338E1,-7.661371231E-1,-1.615336537E-1,9.828968644E-1
4.336558838E1,-7.157840729E-1,-7.249745727E-2,1.078319430E0
4.338460343E1,-3.255653381E-1,1.095065475E-2,1.224863052E0
4.340361843E1,5.605278015E-1,6.473845243E-2,1.462207794E0
4.342263348E1,9.924945831E-1,3.359021246E-1,1.512912035E0
4.344164854E1,1.006208420E0,9.194383025E-1,1.514264107E0
4.346066354E1,1.042718887E0,1.480608463E0,1.784908772E0
4.347967859E1,9.424076080E-1,1.418065310E0,2.302649021E0
4.349869359E1,5.681343079E-1,6.534634829E-1,2.672653437E0
4.351770864E1,1.326179504E-1,-5.135451555E-1,2.330421209E0
4.353672364E1,5.103225708E-1,-1.189470768E0,-1.236544847E-1
4.355572546E1,2.635877609E0,-2.702458501E-1,-2.538094997E0
4.357475374E1,2.897072792E0,1.282437086E0,-2.310160160E0
4.359376874E1,1.857050896E0,1.903365850E0,-1.626860857E0
4.361277051E1,1.141033173E-1,5.326780081E-1,-1.203587413E0
4.363179880E1,-1.052101135E0,-2.940200865E-1,-1.566995621E0
4.365081385E1,-2.842426300E-2,-1.190506816E-1,-1.896460772E0
4.366982885E1,1.880451202E0,-3.108928800E-1,-1.132093668E0
4.368884390E1,2.063604355E0,-9.305892587E-1,-1.309094667E0
4.370785895E1,1.355093002E0,-7.367402315E-1,-1.831125975E0
4.372687395E1,6.161661148E-1,-2.973400354E-1,-1.755034685E0
4.374588900E1,-3.422107697E-1,3.616049290E-1,-1.626036286E0
4.376490400E1,-1.853407383E0,4.328999519E-1,-1.231406093E0
4.378391906E1,-2.605439663E0,2.418721616E-1,-1.407320857E0
4.380293406E1,-2.301890373E0,-7.308034897E-1,-1.028268099E0
4.382194911E1,-1.906132698E0,-1.553189993E0,-7.433105111E-1
4.384096416E1,-1.619764328E0,-1.653438568E0,-6.007807255E-1
4.385997916E1,-1.601941109E0,-1.303526282E0,-4.499779046E-1
4.387899421E1,-1.135002136E0,-7.562897205E-1,-2.711241245E-1
4.389800926E1,-8.338747025E-1,-3.386788666E-1,1.547396183E-3
4.391702426E1,-9.556951523E-1,-1.517455876E-1,3.076761961E-1
4.393603932E1,-1.044757843E0,7.581027597E-2,4.674490690E-1
4.395505432E1,-9.855966568E-1,1.020292044E-1,8.670817614E-1
4.397406937E1,-7.835330963E-1,1.278630197E-1,1.106974363E0
4.399308442E1,-5.502662659E-1,3.101784363E-2,1.237582445E0
4.401209942E1,-3.826341629E-1,3.989579529E-2,1.427252769E0
4.403111447E1,-4.070472717E-2,-4.528398812E-2,1.739221811E0
4.405012947E1,1.783027649E-1,-5.399605632E-1,1.677587986E0
4.406914453E1,1.292819977E-1,-1.238621950E0,1.578467727E0
4.408815958E1,5.474262238E-1,-1.351834416E0,1.860427856E0
4.410717458E1,1.286550522E0,-1.106628656E0,2.683772326E0
4.412618963E1,1.278463364E0,-5.523470640E-1,3.303751469E0
4.414520463E1,4.502668381E-1,5.873390436E-1,3.241161346E0
4.416421968E1,7.991580963E-1,1.120807648E0,1.376605511E0
4.418322145E1,3.420920372E0,-2.066568658E-2,-1.703289866E0
4.420224973E1,3.854734421E0,-6.838719845E-1,-3.270892382E0
4.422126478E1,1.658259392E0,-8.231289983E-1,-3.102171183E0
4.424026656E1,-8.533859253E-2,4.764988273E-2,-1.763778567E0
4.425929484E1,-8.698034286E-1,1.236434460E0,-1.578107357E0
4.427830989E1,-6.153364182E-1,-4.005351663E-2,-2.111301899E0
4.429731166E1,1.248745918E0,-7.837117910E-1,-1.974401951E0
4.431633994E1,1.656216621E0,-4.442251921E-1,-1.895107508E0
4.433535499E1,-4.185256958E-1,-4.505507648E-2,-2.021671772E0
4.435436999E1,-4.658498764E-1,-2.787433267E-1,-1.916339397E0
4.437338505E1,3.440666199E-1,-2.122630775E-1,-1.402523041E0
4.439240005E1,-1.112844467E0,5.783337355E-1,-1.253865719E0
4.441141510E1,-1.638653755E0,8.754070997E-1,-1.045957804E0
4.443043015E1,-2.213057995E0,9.278302193E-1,-9.786049128E-1
4.444944515E1,-1.956199646E0,8.933249712E-1,-7.190142870E-1
4.446846020E1,-1.663331985E0,8.272312880E-1,-4.472467303E-1
4.448747520E1,-1.569301605E0,4.397399426E-1,-2.035326064E-1
4.450649025E1,-1.187143326E0,7.413673401E-2,7.761365175E-2
4.452550531E1,-5.395202637E-1,-1.375615448E-1,4.237385392E-1
4.454452031E1,-4.520196915E-1,-1.484189183E-1,5.541069508E-1
4.456353536E1,-3.641433716E-1,-1.703853309E-1,8.181701899E-1
4.458255041E1,-2.917585373E-1,6.893536448E-2,1.078530312E0
4.460156541E1,-4.215068817E-1,1.320393980E-1,1.109894753E0
4.462058046E1,-4.452419281E-1,-1.061832905E-1,1.234506845E0
4.463959546E1,-7.341670990E-2,-3.223690689E-1,1.367483616E0
4.465861051E1,4.600296021E-1,-5.558918715E-1,1.524001002E0
4.467762557E1,7.921295166E-1,-1.436926723E-1,1.596662760E0
4.469664057E1,1.159627914E0,8.614627123E-1,1.822213888E0
4.471565562E1,1.147694588E0,1.285967827E0,2.222465515E0
4.473467067E1,6.755037308E-1,7.099169493E-1,2.662115812E0
4.475368567E1,-7.729434967E-2,-3.666200936E-1,2.141362429E0
4.477270072E1,2.761487961E-1,-1.020678997E0,1.856393069E-1
4.479171572E1,2.842971802E0,-6.744089723E-2,-1.891115427E0
4.481071755E1,3.200084686E0,1.582397461E0,-2.322654724E0
4.482974583E1,1.683163643E0,1.997588754E0,-2.156790972E0
4.484876083E1,3.783512115E-2,3.099306822E-1,-1.307819843E0
4.486777588E1,-1.587806702E0,-7.818428278E-1,-1.285907030E0
4.488679093E1,-4.705257416E-1,-5.278682113E-1,-1.836741686E0
4.490580593E1,1.615323067E0,-7.196770310E-1,-1.258018136E0
4.492482098E1,2.023532867E0,-1.222163558E0,-1.245374918E0
4.494383598E1,1.394121170E0,-8.900618553E-1,-1.466600299E0
4.496285104E1,7.258205414E-1,-1.280078292E-1,-1.468136787E0
4.498186609E1,-2.104835510E-1,5.354514718E-1,-1.305056810E0
4.500088109E1,-1.689236641E0,8.062843084E-1,-1.238699317E0
4.501989614E1,-2.266717911E0,2.942520976E-1,-1.421509862E0
4.503891119E1,-1.981439590E0,-1.277378917E0,-1.186864853E0
4.505792619E1,-1.708162308E0,-1.832343459E0,-7.462329865E-1
4.507694124E1,-1.663576126E0,-1.582917929E0,-4.888922572E-1
4.509595624E1,-1.648097038E0,-9.794245362E-1,-5.616757870E-1
4.511497130E1,-1.211635590E0,-5.904040933E-1,-4.117400646E-1
4.513398635E1,-9.848661423E-1,-5.660337210E-1,-2.109293938E-1
4.515300135E1,-9.973411560E-1,-3.058431149E-1,1.798503697E-1
4.517201640E1,-9.531793594E-1,3.039676696E-2,6.049096584E-1
4.519103145E1,-8.975372314E-1,2.104420960E-1,8.642424941E-1
4.521004645E1,-5.945920944E-1,1.059384122E-1,1.129433274E0
4.522906150E1,-4.343299866E-1,-7.127583027E-2,1.444967866E0
4.524807656E1,-3.445930481E-1,-1.888037771E-1,1.465481043E0
4.526709156E1,-6.291389465E-2,-2.954099476E-1,1.561080575E0
4.528610661E1,2.247161865E-1,-5.520884991E-1,1.546512008E0
4.530512166E1,4.149961472E-1,-8.240499496E-1,1.385437012E0
4.532413666E1,9.747428894E-1,-1.121841073E0,1.879000902E0
4.534315171E1,1.471488953E0,-9.129953384E-1,2.728145599E0
4.536216676E1,1.088819504E0,-1.914925277E-1,2.978923798E0
4.538118176E1,2.897596359E-1,6.985639930E-1,2.418379545E0
4.540019682E1,1.239972115E0,6.870847940E-1,5.427703261E-2
4.541921187E1,3.665760040E0,-5.984819531E-1,-2.507227421E0
4.543822687E1,3.746219635E0,-1.591414571E0,-2.987702370E0
4.545724192E1,1.356145859E0,-1.137267470E0,-2.026134491E0
4.547625697E1,-7.801246643E-1,2.352606356E-1,-1.696290016E0
4.549527197E1,-1.144701958E0,8.094556332E-1,-2.034128189E0
4.551428702E1,3.762416840E-1,3.911914229E-1,-1.986952543E0
4.553330208E1,2.127172470E0,2.574662268E-1,-1.439979672E0
4.555230385E1,8.940200806E-1,4.033543468E-1,-1.402162075E0
4.557133213E1,-5.995664597E-1,9.779226780E-2,-1.631332159E0
4.559034718E1,6.191825867E-2,-1.626517624E-1,-1.421343088E0
4.560936218E1,-6.125946045E-1,3.557515740E-1,-9.448473454E-1
4.562837723E1,-1.714498520E0,8.185582757E-1,-1.018392205E0
4.564739228E1,-2.181976795E0,8.526903987E-1,-8.923434019E-1
4.566640729E1,-2.332836151E0,4.848802388E-1,-7.242926359E-1
4.568542234E1,-1.914770126E0,5.042607188E-1,-3.606086075E-1
4.570443739E1,-1.370820045E0,7.798703313E-1,-5.341431499E-2
4.572345239E1,-1.014061928E0,9.091466069E-1,2.914032340E-2
4.574246744E1,-7.338657379E-1,7.515901923E-1,2.138317525E-1
4.576148249E1,-4.978303909E-1,4.360157847E-1,4.672738016E-1
4.578049749E1,-4.004259109E-1,2.374261618E-2,7.120258212E-1
4.579951255E1,-5.153169632E-1,-1.308530271E-1,9.250595570E-1
4.581852760E1,-8.872194290E-1,-1.778986305E-1,8.882117271E-1
4.583754260E1,-9.731721878E-1,-4.245032668E-1,9.915147424E-1
4.585655765E1,-7.039184570E-1,-5.786331892E-1,1.109980226E0
4.587557270E1,-1.036329269E-1,-4.832710326E-1,1.251733541E0
4.589458770E1,5.345630646E-1,2.262037992E-2,1.464715242E0
4.591360275E1,9.296417236E-1,9.137282372E-1,1.522772789E0
4.593261781E1,1.120230675E0,1.590579510E0,1.543280840E0
4.595163281E1,8.879795074E-1,1.616044044E0,1.998184443E0
4.597064786E1,6.501102448E-1,9.614131451E-1,2.622070312E0
4.598966291E1,2.736616135E-1,-8.606854081E-2,2.527315378E0
4.600866468E1,5.576019287E-1,-5.459933877E-1,8.525735140E-1
4.602769296E1,2.970120430E0,6.470355988E-1,-1.618525386E0
4.604670801E1,3.794960976E0,1.513012886E0,-2.584190369E0
4.606572307E1,2.550559044E0,1.129249334E0,-2.529271126E0
4.608473807E1,5.967159271E-1,-6.190832257E-1,-1.689000726E0
4.610375312E1,-1.480482101E0,-1.135819554E0,-1.605613947E0
4.612276817E1,-8.899202347E-1,-4.812452197E-1,-1.792314291E0
4.614178317E1,7.023782730E-1,1.280201077E-1,-1.182099700E0
4.616079822E1,1.568658829E0,-2.562348247E-1,-1.109489918E0
4.617981328E1,1.439414978E0,-3.177029788E-1,-1.507809877E0
4.619882828E1,1.843530655E0,-2.150224447E-1,-1.459228754E0
4.621784333E1,8.050079346E-1,-3.887361288E-2,-1.422310352E0
4.623684515E1,-1.465970039E0,-2.834621072E-1,-1.636647344E0
4.625587343E1,-2.844799995E0,-4.868721366E-1,-1.731973171E0
4.627488843E1,-2.353898048E0,-9.902806282E-1,-1.435858011E0
4.629390348E1,-1.719779015E0,-1.426903725E0,-1.114432335E0
4.631291854E1,-1.226108551E0,-1.506053090E0,-7.943824530E-1
4.633193359E1,-1.049073219E0,-1.144584656E0,-5.121485591E-1
4.635094859E1,-1.029545784E0,-3.285002708E-1,-4.373535514E-1
4.636996364E1,-1.038460732E0,5.730134249E-2,-1.832180619E-1
4.638897869E1,-1.093153954E0,-7.195743173E-2,2.855754495E-1
4.640799369E1,-1.029316902E0,-2.531393170E-1,5.361181498E-1
4.642700874E1,-9.840507507E-1,-2.631550431E-1,7.689855099E-1
4.644602380E1,-7.785472870E-1,-1.458010674E-1,7.588329315E-1
4.646503885E1,-5.015907288E-1,-1.621519327E-1,8.548874855E-1
4.648405385E1,-2.502079010E-1,-3.578111529E-1,1.075874805E0
4.650306890E1,2.004718781E-2,-4.673471451E-1,1.451424599E0
4.652208395E1,2.775611877E-1,-5.649099946E-1,1.578847766E0
4.654109895E1,2.502527237E-1,-7.867124081E-1,1.341393948E0
4.656011400E1,3.625602722E-1,-1.244263053E0,1.431441188E0
4.657912906E1,6.996736526E-1,-1.260068536E0,2.057966709E0
4.659814406E1,9.756593704E-1,-8.801087737E-1,2.614009142E0
4.661715911E1,5.167188644E-1,1.943880618E-1,3.031722546E0
4.663617416E1,1.411857605E-1,1.080180407E0,2.720329523E0
4.665518921E1,8.016319275E-1,1.023333549E0,4.899858236E-1
4.667420421E1,2.837693214E0,-5.969201326E-1,-2.313904524E0
4.669321926E1,3.174058914E0,-1.587291121E0,-3.396138668E0
4.671223432E1,1.600562096E0,-1.179156184E0,-2.988709927E0
4.673124937E1,3.532991409E-1,5.410693288E-1,-1.886760473E0
4.675026437E1,-2.616558075E-1,1.142214656E0,-1.587779641E0
4.676927942E1,-3.730468750E-1,5.438102484E-1,-1.969637632E0
4.678829447E1,9.988327026E-1,2.877442539E-2,-1.594324708E0
4.680730947E1,7.618961334E-1,-4.923641682E-2,-1.268467426E0
4.682632453E1,7.245063782E-3,-2.678963244E-1,-1.222828507E0
4.684533958E1,1.544742584E-1,-4.803965390E-1,-1.370093703E0
4.686435463E1,6.004142761E-2,-2.926090062E-1,-1.058931589E0
4.688336968E1,-1.185389519E0,1.897160262E-1,-1.051649332E0
4.690238468E1,-2.061223030E0,6.024205685E-1,-1.185921073E0
4.692139973E1,-2.500729084E0,5.351215601E-1,-1.059714556E0
4.694041478E1,-1.925703049E0,9.394676089E-1,-5.026400089E-1
4.695942979E1,-1.123850822E0,1.142748833E0,-1.742413938E-1
4.697844484E1,-9.023714066E-1,8.857113719E-1,-4.554221034E-2
4.699745989E1,-6.088504791E-1,4.537089169E-1,9.190729260E-2
4.701647494E1,-3.913612366E-1,1.564200222E-1,2.198763490E-1
4.703548999E1,-5.806732178E-1,-5.899059772E-2,3.407712281E-1
4.705450499E1,-8.472728729E-1,-9.989881516E-2,5.883013606E-1
4.707352005E1,-1.068396568E0,-2.449905723E-1,6.444114447E-1
4.709253510E1,-9.809331894E-1,-4.361117780E-1,7.992670536E-1
4.711155010E1,-6.825952530E-1,-3.793823123E-1,9.859300256E-1
4.713056515E1,-2.972373962E-1,-1.980322599E-2,1.136705041E0
4.714958020E1,1.584711075E-1,2.260560393E-1,1.283976316E0
4.716859525E1,5.170087814E-1,4.581748247E-1,1.416565657E0
4.718761025E1,8.251867294E-1,8.850753903E-1,1.436758280E0
4.720662531E1,9.897050858E-1,1.139540672E0,1.567337751E0
4.722564036E1,9.731559753E-1,9.518854618E-1,2.074032784E0
4.724465541E1,8.503475189E-1,3.867318034E-1,2.716959476E0
4.726367046E1,5.883111954E-1,-3.016045988E-1,2.907786131E0
4.728268546E1,1.889667511E-1,-7.827426195E-1,2.200026274E0
4.730170051E1,1.004497528E0,-6.998272538E-1,-3.272518814E-1
4.732070234E1,2.976330757E0,7.743194103E-1,-2.326670647E0
4.733973062E1,2.640159607E0,2.172305107E0,-2.229064941E0
4.735874562E1,1.067192078E0,2.104101419E0,-1.324392080E0
4.737774744E1,-6.690568924E-1,4.549341798E-1,5.923012644E-2
4.739677572E1,-2.216558456E0,-4.767990708E-1,-4.814323187E-1
4.741579078E1,-1.323739052E0,7.937306166E-2,-1.542854548E0
4.743479255E1,1.177992821E0,-1.933963895E-1,-1.085770369E0
4.745382083E1,2.373490334E0,-1.478695154E0,-1.289313316E0
4.747283588E1,1.932283401E0,-1.667022943E0,-2.074039698E0
4.749185093E1,1.344258308E0,-8.252143860E-1,-1.953083992E0
4.751086598E1,5.197324753E-1,2.363263965E-1,-1.762583971E0
4.752988098E1,-1.098017693E0,8.355342746E-1,-1.584147930E0
4.754889604E1,-2.314656258E0,6.537526250E-1,-1.394804955E0
4.756791109E1,-1.916222572E0,-4.002657533E-2,-1.270984173E0
4.758692614E1,-1.580735207E0,-8.676657677E-1,-1.020441532E0
4.760594119E1,-1.397493362E0,-1.319131136E0,-7.184972763E-1
4.762495619E1,-1.535277367E0,-1.219589710E0,-5.972484946E-1
4.764397124E1,-1.650977135E0,-8.398745656E-1,-4.078319371E-1
4.766298630E1,-1.441939354E0,-4.389359653E-1,-4.045835137E-2
4.768200135E1,-1.294193268E0,-2.354728281E-1,4.212410450E-1
4.770101640E1,-1.377965927E0,-1.819241047E-1,6.163043976E-1
4.772003140E1,-1.007832527E0,-1.152994335E-1,9.236391783E-1
4.773904645E1,-5.835952759E-1,-1.178791821E-1,1.179379821E0
4.775806150E1,-2.416992188E-1,-1.733520627E-1,1.331431031E0
4.777707656E1,-1.870889664E-1,-7.509966940E-2,1.440634251E0
4.779609161E1,-1.258840561E-1,3.693974391E-2,1.609424114E0
4.781510661E1,1.709327698E-1,-9.270285815E-2,1.592619896E0
4.783412166E1,6.569337845E-1,-6.264693141E-1,1.682435632E0
4.785313671E1,1.247869492E0,-8.688032627E-1,2.042308807E0
4.787215176E1,1.472870827E0,-7.008207440E-1,2.754175663E0
4.789116682E1,1.041692734E0,1.882276982E-1,3.477212429E0
4.791018182E1,2.577142715E-1,8.183317184E-1,3.453574181E0
4.792919687E1,-3.667297363E-1,7.743002772E-1,2.271055460E0
4.794819869E1,1.846951485E0,6.266707182E-2,-1.221862912E0
4.796722697E1,3.794217110E0,-3.166779876E-1,-4.089058399E0
4.798624202E1,2.842170715E0,-6.235601902E-1,-4.825222969E0
4.800524380E1,1.842825890E0,-4.095023274E-1,-2.657260895E0
4.802427208E1,4.150218964E-1,3.322870433E-1,-9.712549448E-1
4.804328713E1,-7.422361374E-1,5.942805111E-2,-1.318572044E0
4.806230218E1,2.243700027E-1,-2.055411339E-1,-1.429315329E0
4.808131723E1,1.268972397E0,-2.422652096E-1,-1.215212584E0
4.810033228E1,-4.852924347E-1,-1.155433804E-1,-1.283169746E0
4.811934728E1,-4.496669769E-2,-8.301424384E-1,-1.457088947E0
4.813836234E1,1.715812683E-1,-7.126698494E-1,-1.328062296E0
4.815737739E1,-1.168030739E0,2.512801588E-1,-1.149473429E0
4.817639244E1,-2.155673027E0,7.161713243E-1,-1.254130006E0
4.819540749E1,-2.731138229E0,7.665772438E-1,-1.012654066E0
4.821442249E1,-2.532637596E0,5.876332521E-1,-6.572287679E-1
4.823343755E1,-1.649139404E0,6.472098827E-1,-3.259966969E-1
4.825245260E1,-1.249854088E0,6.035640240E-1,-2.018716484E-1
4.827146765E1,-1.044742584E0,5.559005737E-1,8.107718825E-2
4.829048270E1,-7.616205215E-1,4.266180098E-1,2.156954706E-1
4.830949775E1,-5.880346298E-1,3.699448705E-2,3.987066150E-1
4.832851275E1,-5.451688766E-1,-1.428824961E-1,6.844532490E-1
4.834752781E1,-7.117099762E-1,-2.841092348E-1,8.320541382E-1
4.836654286E1,-8.234243393E-1,-3.815216422E-1,8.859513402E-1
4.838555791E1,-7.979145050E-1,-3.888232112E-1,1.046771884E0
4.840457296E1,-3.321723938E-1,-2.185163200E-1,1.240151882E0
4.842358801E1,3.349590302E-1,1.433591843E-1,1.407866955E0
4.844260301E1,9.085884094E-1,6.498951912E-1,1.411212564E0
4.846161807E1,1.309150696E0,9.794363379E-1,1.580719113E0
4.848063312E1,1.097948074E0,1.030222178E0,2.203178167E0
4.849964817E1,9.141311646E-1,6.793469787E-1,3.066427469E0
4.851866322E1,6.123037338E-1,1.706445217E-1,3.366253614E0
4.853767828E1,2.745084763E-1,-6.310479045E-1,2.394960880E0
4.855669333E1,1.461627007E0,-8.221602440E-1,-6.572284698E-1
4.857569510E1,3.700269699E0,4.604607224E-1,-2.651010275E0
4.859472338E1,2.678451538E0,1.811498165E0,-2.212389946E0
4.861373843E1,1.124215126E0,1.863410950E0,-1.548979640E0
4.863274025E1,-7.953729630E-1,3.886156678E-1,-4.756453335E-1
4.865176854E1,-1.998055458E0,-2.428827882E-1,-9.279893637E-1
4.867078359E1,-3.347625732E-1,2.413163185E-1,-1.892339468E0
4.868978536E1,2.200028419E0,-1.404775381E-1,-7.762253284E-1
4.870881364E1,2.893350601E0,-1.153855801E0,-8.933774829E-1
4.872782869E1,2.669121742E0,-8.835743666E-1,-1.734890461E0
4.874684374E1,1.751673698E0,-2.168508768E-1,-1.812131643E0
4.876585880E1,-7.591505051E-1,4.137388468E-1,-1.545624018E0
4.878487385E1,-2.681555271E0,6.078218818E-1,-1.478128672E0
4.880388890E1,-2.899402618E0,4.668210149E-1,-1.456098318E0
4.882290395E1,-2.182153225E0,-5.622206926E-1,-1.128714919E0
4.884191900E1,-1.783558846E0,-1.645387411E0,-8.244461417E-1
4.886093400E1,-1.508733749E0,-1.721523762E0,-5.945554972E-1
