time,acceleration_x,acceleration_y,acceleration_z
1703143341094,-0.005659694,0.01405128,0.002770024
1703143341103,-0.0005287249999999,0.03694041,0.0067764049999999
1703143341118,-9.299759999999988e-05,0.06222523,0.010552628
1703143341137,-0.0053458946,0.0872296,0.013517391
1703143341155,-0.0147328776,0.11400309,0.017489867
1703143341175,-0.0293633076,0.14576278,0.022493335
1703143341191,-0.0481387176,0.1836137,0.027892906
1703143341209,-0.0690478176,0.22843371,0.033399751
1703143341225,-0.0919599776,0.27747589,0.037435228
1703143341242,-0.1168690476,0.32716866,0.038825297
1703143341259,-0.1430919876,0.37333596,0.036831708
1703143341275,-0.1680195876,0.41423981,0.031787589
1703143341291,-0.1915396176,0.45054447,0.026324253
1703143341306,-0.2128962475999999,0.48207305,0.020995667
1703143341321,-0.2350313775999999,0.50845426,0.015856933
1703143341336,-0.2566279275999999,0.53396518,0.012193855
1703143341351,-0.2777117676,0.5567173200000001,0.010880434
1703143341365,-0.2996117076,0.5742648600000001,0.012195794
1703143341380,-0.3208075676,0.5865548500000001,0.013620207
1703143341394,-0.3391096676,0.5914346450000001,0.017100151
1703143341409,-0.3538506776,0.5899534250000001,0.021750003
1703143341423,-0.3647933276,0.5816032450000002,0.028876915
1703143341436,-0.3720295155999999,0.5668931350000002,0.038538527
1703143341450,-0.3755369046,0.5463718950000002,0.050490357
1703143341464,-0.3755359606464,0.5206637350000002,0.064424517
1703143341479,-0.3711580776463999,0.4930093350000001,0.080170527
1703143341493,-0.3622847306464,0.4658673550000001,0.097888007
1703143341507,-0.3499435706463999,0.4397372650000001,0.116391157
1703143341521,-0.3348182906463999,0.4141205550000001,0.1347027469999999
1703143341536,-0.3187523806463999,0.3892714950000002,0.1523829169999999
1703143341551,-0.3018669506463999,0.3658951850000002,0.1691521369999999
1703143341564,-0.2853444206464,0.3456960050000002,0.185420757
1703143341578,-0.2697089006463999,0.3295952950000002,0.2012583869999999
1703143341592,-0.2551682006463999,0.3176035550000001,0.2163081969999999
1703143341606,-0.2425155806463999,0.3074374650000001,0.230811837
1703143341620,-0.2316750606463999,0.2973747450000001,0.2435442069999999
1703143341634,-0.2226567296463999,0.2854218950000001,0.2550078369999999
1703143341647,-0.2163195016463999,0.2702783950000001,0.2654166469999999
1703143341661,-0.2114337766463999,0.2516789650000001,0.2746896369999999
1703143341675,-0.2050589946463999,0.2299159350000001,0.2840699099999999
1703143341689,-0.1959641396463999,0.2081973150000001,0.2940585129999999
1703143341704,-0.1830170496463999,0.1898516950000001,0.3053326229999999
1703143341717,-0.1671244796463999,0.173936595,0.3172142329999999
1703143341731,-0.1542523596463999,0.158374945,0.3270126619999999
1703143341745,-0.1432955896463999,0.141551985,0.3343565149999999
1703143341758,-0.1332079796463999,0.1253194350000001,0.3399641319999999
1703143341773,-0.1243869436463999,0.112418135,0.3449619239999999
1703143341786,-0.1167410896463999,0.104395249,0.3498315409999999
1703143341800,-0.1102829726463999,0.100483682,0.3544025029999999
1703143341813,-0.1046529216463999,0.09899528,0.3575751649999999
1703143341828,-0.0996432336463999,0.097984173,0.3584309308999999
1703143341842,-0.0950805546463999,0.0972674971,0.3569576848999999
1703143341857,-0.0915975606463999,0.0977200394,0.3539330589
1703143341870,-0.0898524276463999,0.1003070934,0.3495938208999999
1703143341883,-0.0898256145363999,0.1048766184,0.3442830769
1703143341897,-0.0916985965363999,0.1113137314,0.3382788609
1703143341911,-0.0945985385363999,0.1195789194,0.3320240289
1703143341925,-0.0982247715363999,0.1290468264,0.3261586669
1703143341940,-0.1017017825363999,0.1390636364,0.3209927319
1703143341953,-0.1046447405363999,0.1490685464,0.3164818999
1703143341967,-0.1063930945363999,0.1583838324,0.3125534158999999
1703143341981,-0.1067332208363999,0.1665855094,0.3088104028999999
1703143341995,-0.1059730532363999,0.1727795664,0.3055238848999999
1703143342009,-0.1044467852363999,0.1769537364,0.3026844998999999
1703143342023,-0.1020571102363999,0.1792390554,0.3004561738999999
1703143342037,-0.0993712582363999,0.1805089044,0.2991320328999999
1703143342051,-0.0969270522363999,0.1810656275,0.2984133600999999
1703143342064,-0.0952658822363999,0.1807876089,0.2983450178199999
1703143342078,-0.0950170020363999,0.1805046725,0.2995080288199999
1703143342093,-0.0967550430363999,0.1812902122,0.3026824858199999
1703143342107,-0.1008425060363999,0.1848030742,0.3074873738199999
1703143342120,-0.1055992010363999,0.1913112142,0.3142437408199999
1703143342134,-0.1112170060363999,0.1997525862,0.3222005458199999
1703143342148,-0.1183232280363999,0.2095808662,0.3299776318199999
1703143342162,-0.1272329910363999,0.2187280572,0.3374918538199999
1703143342176,-0.1376318010363999,0.2269354552,0.3438854128199999
1703143342190,-0.1486577910363999,0.2345911012,0.3499313618199999
1703143342204,-0.1598351510363999,0.2420172072,0.3562343458199999
1703143342218,-0.1710536310363999,0.2493588252,0.3629067968199999
1703143342231,-0.1823634110363999,0.2573644122,0.3700318288199999
1703143342246,-0.1937092510363999,0.2660625702,0.3775347468199999
1703143342260,-0.2050858210363999,0.2744832252,0.3847991458199999
1703143342273,-0.2167714010363999,0.2825046352,0.3917419038199999
1703143342288,-0.2289414910363999,0.2902273632,0.3988313068199999
1703143342301,-0.2414125210363999,0.2978166242,0.4069016618199998
1703143342315,-0.2540387510363999,0.3054411432,0.4162632398199998
1703143342329,-0.2674103810363999,0.3123848332,0.4263886198199998
1703143342342,-0.2812182610363999,0.3177551092,0.4369686198199998
1703143342356,-0.2958662210363999,0.3212740882,0.4475164898199998
1703143342370,-0.3116413610363999,0.3230923082,0.4579051298199998
