time,x,y,z,w
1697768878,-0.1432874,0.3910809,0.04859524,0.9078342
1697768878,-0.143122,0.3911003,0.04880998,0.9078404
1697768878,-0.1431201,0.3910664,0.04929107,0.9078293
1697768878,-0.1430635,0.3911599,0.04920696,0.9078025
1697768878,-0.1430093,0.3910686,0.04936985,0.9078416
1697768878,-0.1429487,0.3911559,0.0490314,0.9078318
1697768878,-0.1427943,0.3912624,0.04891705,0.9078164
1697768879,-0.142599,0.3912668,0.04882381,0.9078503
1697768879,-0.142499,0.3911714,0.04900658,0.9078972
1697768879,-0.1424518,0.3911121,0.04910617,0.9079248
1697768879,-0.1423649,0.3911747,0.0492335,0.9079046
1697768879,-0.1423609,0.3912656,0.04937324,0.9078584
1697768879,-0.1425933,0.391365,0.04967742,0.9077625
1697768879,-0.142911,0.3913693,0.05005714,0.9076898
1697768879,-0.1431102,0.3916997,0.04997919,0.9075202
1697768879,-0.1432825,0.3918568,0.04990459,0.9074293
1697768879,-0.1430277,0.3918135,0.04977646,0.9074952
1697768879,-0.1429153,0.3919087,0.04970419,0.9074758
1697768879,-0.142666,0.3920507,0.04948355,0.9074657
1697768879,-0.142539,0.3920439,0.04951698,0.9074868
1697768879,-0.1426248,0.3920523,0.04951059,0.90747
1697768879,-0.1428201,0.3921349,0.04923185,0.9074188
1697768879,-0.1428764,0.3922077,0.04934325,0.9073725
1697768879,-0.1429371,0.392211,0.04951369,0.9073523
1697768879,-0.1429837,0.3921642,0.0497508,0.9073521
1697768879,-0.1430197,0.3921567,0.04987076,0.907343
1697768879,-0.1430824,0.3921502,0.04994204,0.9073321
1697768879,-0.1430829,0.39224,0.05001205,0.9072893
1697768879,-0.143307,0.392131,0.05012414,0.9072949
1697768879,-0.1437863,0.3921337,0.049941,0.907228
1697768879,-0.1439632,0.3919343,0.05006269,0.9072794
1697768879,-0.1442603,0.3920293,0.0502401,0.9071813
1697768879,-0.1440936,0.3919819,0.04987885,0.9072482
1697768879,-0.1442785,0.3919634,0.0499976,0.9072204
1697768879,-0.144393,0.3920126,0.05010458,0.9071749
1697768879,-0.1440674,0.3920596,0.05005287,0.9072093
1697768879,-0.1438804,0.3921263,0.05000744,0.9072127
1697768879,-0.1435769,0.392086,0.04995437,0.907281
1697768879,-0.1434219,0.3921725,0.04985798,0.9072735
1697768879,-0.1434049,0.3921614,0.04982504,0.9072828
1697768879,-0.1434986,0.3920599,0.04974033,0.9073164
1697768879,-0.1434094,0.3920443,0.04979734,0.9073341
1697768879,-0.1433339,0.392025,0.04972379,0.9073585
1697768879,-0.1431777,0.3920848,0.04955242,0.9073666
1697768879,-0.1430004,0.3922063,0.04952812,0.9073434
1697768879,-0.1428201,0.39224,0.04956444,0.9073552
1697768879,-0.1425324,0.3922924,0.04957469,0.9073773
1697768879,-0.1425636,0.392346,0.04946126,0.9073554
1697768879,-0.1426789,0.3924805,0.04921964,0.9072922
1697768879,-0.1427592,0.3923942,0.04925081,0.9073153
1697768879,-0.1428147,0.3924307,0.04960461,0.9072714
1697768879,-0.1427921,0.392362,0.04957215,0.9073066
1697768879,-0.1428902,0.3923817,0.04934844,0.9072948
1697768879,-0.1430471,0.3925363,0.04894922,0.9072248
1697768879,-0.1427916,0.3925428,0.04875744,0.9072725
1697768879,-0.142309,0.3926009,0.04869471,0.9073266
1697768879,-0.1423178,0.3926305,0.04867954,0.9073132
1697768879,-0.1419403,0.3925673,0.04860215,0.9074038
1697768879,-0.1418918,0.3928617,0.04886475,0.90727
1697768879,-0.1418353,0.3928031,0.04854474,0.9073213
1697768879,-0.1417874,0.3928875,0.04867364,0.9072853
1697768879,-0.1417707,0.3928024,0.04861257,0.9073282
1697768879,-0.1416796,0.3927466,0.0485689,0.9073688
1697768879,-0.1414285,0.3927116,0.04854129,0.9074246
1697768879,-0.1412115,0.3925121,0.04822716,0.9075614
1697768879,-0.1409968,0.3923624,0.04807381,0.9076676
1697768879,-0.140993,0.392396,0.04800037,0.9076576
1697768879,-0.1407329,0.3922154,0.04776216,0.9077886
1697768879,-0.1411545,0.3921042,0.04735452,0.9077925
1697768879,-0.1411301,0.3920819,0.0472923,0.9078092
1697768879,-0.1412843,0.3919527,0.04710641,0.9078506
1697768879,-0.1413272,0.3917053,0.04732236,0.9079396
1697768879,-0.1414154,0.3917037,0.0473112,0.907927
1697768879,-0.1414668,0.3917208,0.04732788,0.9079108
1697768879,-0.1414381,0.3917249,0.04747811,0.9079056
1697768879,-0.1415007,0.3917847,0.04743944,0.9078723
1697768880,-0.1414963,0.3918921,0.04745858,0.9078256
1697768880,-0.1414957,0.3919655,0.04743479,0.9077951
1697768880,-0.141249,0.3921682,0.04748761,0.9077432
1697768880,-0.1411597,0.392242,0.04752422,0.9077233
1697768880,-0.1409791,0.3922554,0.04754224,0.9077446
1697768880,-0.1407631,0.3922665,0.04752349,0.9077744
1697768880,-0.1407432,0.392278,0.04752194,0.9077725
1697768880,-0.1406037,0.3922817,0.04754598,0.9077913
1697768880,-0.140544,0.3921755,0.04757856,0.9078447
1697768880,-0.1405,0.3920664,0.04748719,0.9079034
1697768880,-0.140424,0.3920571,0.0474292,0.9079223
1697768880,-0.1401882,0.3919409,0.04734495,0.9080132
1697768880,-0.1402474,0.3918481,0.04741148,0.9080407
1697768880,-0.1403444,0.3917812,0.04743558,0.9080533
1697768880,-0.1402604,0.3918005,0.04752011,0.9080535
1697768880,-0.1404183,0.3917308,0.04753264,0.9080586
1697768880,-0.140489,0.3918099,0.04764351,0.9080077
1697768880,-0.1405708,0.3918394,0.04763309,0.9079828
1697768880,-0.1405317,0.3919274,0.04753943,0.9079559
1697768880,-0.1404981,0.3920349,0.04739179,0.9079223
1697768880,-0.1403587,0.3920655,0.04750538,0.9079247
1697768880,-0.1404046,0.3920589,0.04786433,0.9079016
1697768880,-0.1402004,0.3920088,0.04792732,0.9079515
1697768880,-0.1403744,0.3920296,0.04775443,0.9079248
1697768880,-0.1404321,0.3920679,0.0474352,0.907916
1697768880,-0.1403417,0.3921414,0.04725155,0.9079078
1697768880,-0.1401389,0.3921442,0.04706401,0.9079477
1697768880,-0.1399923,0.3921975,0.04710545,0.9079451
1697768880,-0.1398074,0.3922094,0.04735691,0.9079554
1697768880,-0.1397334,0.3923522,0.04736255,0.9079048
1697768880,-0.1397972,0.3923489,0.04751872,0.9078882
1697768880,-0.1398816,0.3922422,0.04764878,0.9079145
1697768880,-0.140021,0.392134,0.04761599,0.9079415
1697768880,-0.1401035,0.3920134,0.04765907,0.9079787
1697768880,-0.1399829,0.3919142,0.04740746,0.9080532
1697768880,-0.1401094,0.3917884,0.04709382,0.9081043
1697768880,-0.1400034,0.3918274,0.04703109,0.908107
1697768880,-0.1398682,0.3916998,0.04716434,0.908176
1697768880,-0.1400869,0.3916806,0.04728642,0.9081444
1697768880,-0.1404693,0.3917303,0.04706018,0.9080755
1697768880,-0.1407489,0.391737,0.04710687,0.9080269
1697768880,-0.1407725,0.3917615,0.04733272,0.9080009
1697768880,-0.1409371,0.3917446,0.04741694,0.9079782
1697768880,-0.140952,0.3917096,0.04758513,0.9079823
1697768880,-0.1410477,0.3918736,0.04764542,0.9078935
1697768880,-0.141238,0.3918793,0.04765217,0.9078611
1697768880,-0.1415377,0.3919756,0.04745543,0.9077832
1697768880,-0.1413595,0.391887,0.04768468,0.9078371
1697768880,-0.1416458,0.392193,0.04740421,0.907675
1697768880,-0.1417512,0.3922156,0.0475116,0.9076432
1697768880,-0.1416106,0.3923421,0.0474337,0.9076146
1697768880,-0.1413218,0.3923878,0.04730022,0.9076468
1697768880,-0.1410716,0.3925425,0.04708791,0.9076298
1697768880,-0.1408417,0.3925472,0.04704373,0.9076659
1697768880,-0.1405554,0.3927077,0.04696722,0.9076447
1697768880,-0.1406629,0.3925867,0.04684862,0.9076865
1697768880,-0.1405679,0.3927091,0.04668161,0.9076569
1697768880,-0.1403214,0.3925534,0.04645701,0.9077739
1697768880,-0.14045,0.3925993,0.04657497,0.9077281
1697768880,-0.1405278,0.3926161,0.04650895,0.9077122
1697768880,-0.1406927,0.3925263,0.04666324,0.9077176
1697768880,-0.140606,0.3925774,0.04672999,0.9077055
1697768880,-0.1407357,0.3925976,0.04685681,0.9076701
1697768880,-0.1408279,0.3925878,0.0468589,0.9076601
1697768880,-0.1407775,0.3926618,0.04697258,0.9076299
1697768880,-0.1407252,0.3927262,0.0469917,0.9076092
1697768880,-0.1406206,0.3927741,0.04710709,0.9075987
1697768880,-0.1405134,0.3927816,0.04706522,0.9076142
1697768880,-0.1405926,0.3928601,0.04682275,0.9075805
1697768880,-0.140521,0.3927518,0.04719419,0.9076192
1697768880,-0.1405255,0.39268,0.0474612,0.9076357
1697768881,-0.1405514,0.3926225,0.04704841,0.907678
1697768881,-0.1404197,0.3926765,0.04672942,0.9076916
1697768881,-0.1402741,0.3927431,0.04644307,0.9076999
1697768881,-0.1398245,0.3924209,0.04652203,0.9079045
1697768881,-0.1397413,0.3927158,0.04656858,0.9077874
1697768881,-0.1395611,0.3927759,0.04680858,0.9077768
1697768881,-0.1395734,0.3929136,0.04700757,0.9077051
1697768881,-0.1396578,0.3931551,0.04716001,0.9075796
1697768881,-0.1398422,0.3930934,0.04747019,0.9075618
1697768881,-0.1398159,0.393105,0.0476041,0.9075537
1697768881,-0.1404398,0.3924866,0.04774197,0.9077178
1697768881,-0.1403174,0.3923592,0.04798995,0.9077787
1697768881,-0.1405769,0.3921527,0.04795382,0.9078298
1697768881,-0.140323,0.3918889,0.0478513,0.9079884
1697768881,-0.14043,0.3915946,0.04795472,0.9080933
1697768881,-0.1404376,0.3914733,0.04821458,0.9081307
1697768881,-0.1406482,0.3910663,0.04818643,0.9082749
1697768881,-0.1410648,0.3910791,0.04814388,0.9082072
1697768881,-0.1408374,0.3909692,0.04836587,0.9082779
1697768881,-0.1407028,0.3908574,0.04828429,0.9083512
1697768881,-0.1408384,0.3908954,0.04850366,0.9083021
1697768881,-0.1408449,0.3906855,0.04880947,0.9083751
1697768881,-0.1406936,0.3907626,0.04872058,0.9083701
1697768881,-0.1407308,0.3909565,0.04865474,0.9082844
1697768881,-0.1407964,0.3909198,0.04878481,0.9082831
1697768881,-0.1409643,0.3908985,0.04888685,0.9082607
1697768881,-0.1410094,0.3909526,0.04890488,0.9082295
1697768881,-0.1410047,0.390678,0.04886085,0.9083507
1697768881,-0.1408334,0.3901508,0.04832571,0.9086325
1697768881,-0.1406591,0.3894836,0.0481208,0.9089565
1697768881,-0.1404594,0.3895483,0.04770946,0.9089814
1697768881,-0.1404005,0.3892461,0.0475507,0.9091282
1697768881,-0.1403648,0.3890656,0.04763057,0.9092068
1697768881,-0.1404512,0.3892168,0.04766729,0.9091268
1697768881,-0.1404876,0.3892032,0.04789678,0.909115
1697768881,-0.1405902,0.3890033,0.04798577,0.90918
1697768881,-0.1407561,0.3891966,0.04804531,0.9090684
1697768881,-0.1407436,0.3895928,0.04822392,0.9088911
1697768881,-0.140773,0.3898616,0.04830809,0.9087669
1697768881,-0.1408067,0.3899807,0.04834901,0.9087084
1697768881,-0.1413546,0.3900677,0.04843837,0.9085812
1697768881,-0.1413094,0.3904791,0.04832064,0.9084178
1697768881,-0.1412596,0.3902408,0.04838481,0.9085245
1697768881,-0.1412812,0.3901114,0.04833574,0.9085793
1697768881,-0.1413684,0.3900137,0.04828849,0.9086102
1697768881,-0.1413281,0.3899411,0.04826175,0.9086491
1697768881,-0.1413369,0.3898561,0.04808533,0.9086935
1697768881,-0.1412294,0.3897362,0.04837722,0.9087462
1697768881,-0.1411662,0.3896153,0.04869362,0.9087909
1697768881,-0.1413435,0.3896592,0.04863455,0.9087477
1697768881,-0.1415896,0.389851,0.04855148,0.9086316
1697768881,-0.1416542,0.3899187,0.04822807,0.9086097
1697768881,-0.1414035,0.3901085,0.04819003,0.9085694
1697768881,-0.1410435,0.3902657,0.04807924,0.9085636
1697768881,-0.1406521,0.390562,0.04807376,0.9084972
1697768881,-0.1405298,0.3906992,0.04809292,0.9084561
1697768881,-0.1406461,0.3906119,0.0483169,0.9084638
1697768881,-0.1405805,0.3907144,0.04847865,0.9084214
1697768881,-0.1407531,0.3906914,0.04840339,0.9084085
1697768881,-0.1409485,0.3904341,0.04857392,0.9084797
1697768881,-0.1410987,0.3903565,0.04857947,0.9084894
1697768881,-0.1410304,0.3902092,0.04842385,0.9085716
1697768881,-0.1409971,0.3901407,0.04819615,0.9086183
1697768881,-0.1407717,0.3899983,0.04806187,0.9087215
1697768881,-0.140672,0.3897938,0.04801702,0.908827
1697768881,-0.140695,0.3896865,0.04803101,0.9088687
1697768881,-0.1408673,0.3895669,0.04775323,0.9089079
1697768881,-0.1408577,0.3895501,0.04735637,0.9089375
1697768881,-0.1408801,0.3896299,0.04751464,0.9088915
1697768881,-0.1407229,0.3895974,0.04762969,0.9089237
1697768881,-0.1407281,0.3896155,0.04760585,0.9089165
1697768882,-0.1407547,0.3896093,0.04762876,0.9089137
1697768882,-0.1408403,0.3898296,0.04761526,0.9088067
1697768882,-0.1408532,0.3900136,0.04743119,0.9087355
1697768882,-0.1409876,0.3903121,0.04721867,0.9085975
1697768882,-0.1409196,0.3903982,0.04708064,0.9085782
1697768882,-0.1411105,0.390661,0.0469242,0.9084437
1697768882,-0.1410271,0.3907485,0.04671826,0.9084297
1697768882,-0.140963,0.3908525,0.04672019,0.9083948
1697768882,-0.1409624,0.3910883,0.04644139,0.9083076
1697768882,-0.1402921,0.3913758,0.04631334,0.9082941
1697768882,-0.1402814,0.391482,0.04632147,0.9082496
1697768882,-0.1397572,0.391395,0.04624726,0.9083718
1697768882,-0.1399027,0.3915317,0.04641445,0.9082818
1697768882,-0.1399768,0.3915854,0.04644369,0.9082458
1697768882,-0.1399809,0.3914824,0.04631864,0.908296
1697768882,-0.1399865,0.391452,0.04637724,0.9083052
1697768882,-0.1401153,0.3913962,0.04638338,0.908309
1697768882,-0.1399285,0.3914572,0.04631637,0.9083149
1697768882,-0.1398227,0.3914494,0.04629423,0.9083359
1697768882,-0.1397282,0.3915549,0.04635153,0.9083019
1697768882,-0.1397516,0.3915823,0.0463829,0.908285
1697768882,-0.1397422,0.3916407,0.04645904,0.9082574
1697768882,-0.1397901,0.3916807,0.04635051,0.9082382
1697768882,-0.1397232,0.3919041,0.04626965,0.9081562
1697768882,-0.139716,0.3918523,0.04655227,0.9081653
1697768882,-0.1395546,0.3917263,0.04682544,0.9082304
1697768882,-0.1395424,0.3917319,0.04663871,0.9082394
1697768882,-0.1396265,0.3917401,0.04640693,0.9082348
1697768882,-0.1395861,0.3918771,0.0460702,0.9081993
1697768882,-0.1393329,0.3919501,0.04574355,0.908223
1697768882,-0.1390341,0.3918694,0.04586885,0.9082973
1697768882,-0.1385939,0.3920048,0.04588463,0.9083055
1697768882,-0.1384214,0.3919125,0.04583238,0.9083742
1697768882,-0.1384701,0.3921135,0.04599561,0.9082717
1697768882,-0.1383805,0.3921726,0.0460815,0.9082555
1697768882,-0.1384984,0.3919878,0.04609178,0.9083167
1697768882,-0.138608,0.3919679,0.04605441,0.9083105
1697768882,-0.1385572,0.3916663,0.04600808,0.9084508
1697768882,-0.1383679,0.3916695,0.04582074,0.9084876
1697768882,-0.1380015,0.3916704,0.04524227,0.908572
1697768882,-0.1380568,0.3914331,0.04502824,0.9086764
1697768882,-0.1378233,0.3911554,0.0451387,0.908826
1697768882,-0.1378729,0.3910716,0.04539683,0.9088417
1697768882,-0.1378747,0.391048,0.04479896,0.9088812
1697768882,-0.1376598,0.3908591,0.04477711,0.9089961
1697768882,-0.1374636,0.3908319,0.04475816,0.9090384
1697768882,-0.1373635,0.390739,0.04474586,0.9090942
1697768882,-0.1371707,0.3905902,0.04479717,0.9091846
1697768882,-0.1374557,0.3905035,0.04466352,0.9091854
1697768882,-0.1374758,0.3903585,0.04485045,0.9092354
1697768882,-0.1376303,0.3904691,0.04492178,0.909161
1697768882,-0.1377434,0.3905371,0.04465522,0.9091278
1697768882,-0.1379003,0.3906512,0.04457772,0.9090588
1697768882,-0.137811,0.3908001,0.04456704,0.9090089
1697768882,-0.1377491,0.3909833,0.04451496,0.9089421
1697768882,-0.137567,0.3911517,0.04449984,0.9088979
1697768882,-0.137094,0.3913243,0.04468108,0.9088862
1697768882,-0.1371274,0.3916097,0.04451574,0.9087663
1697768882,-0.1365063,0.3915157,0.04454223,0.9088992
