time,x,y,z
1697768874,0,0,0
1697768875,-0.002512172,0.009736645,0.01038404
1697768875,-0.01889809,-0.01085761,0.01927561
1697768875,-0.01646893,-0.007690506,0.04030859
1697768875,-0.01767417,-0.004484053,0.02451486
1697768875,-0.002388232,-0.006255201,0.03153324
1697768875,-0.00874023,0.0004283859,0.01517174
1697768875,-0.009141944,0.007887581,-0.004404527
1697768875,0.001967757,0.01161657,-0.01458168
1697768875,0.009340677,0.01658958,-0.02538123
1697768875,0.01178752,0.02393944,-0.0292272
1697768875,0.005223129,0.02319657,-0.02219838
1697768875,-0.000720442,0.02132046,-0.01750193
1697768876,-0.003305007,0.02145231,-0.005360152
1697768876,-0.005109092,0.01726248,-0.008322364
1697768876,-0.006705686,0.01520088,-0.008275402
1697768876,-0.01092185,0.01752605,-0.002114387
1697768876,-0.01974414,0.01684476,0.005695678
1697768876,-0.02989829,0.02155952,0.01201144
1697768876,-0.02325049,0.02232995,0.006557888
1697768876,-0.01828937,0.0296068,-0.01391231
1697768876,-0.002528918,0.0278306,-0.01360795
1697768876,-0.00466314,0.02471445,-0.005260745
1697768876,-0.01105282,0.01539672,-0.003618614
1697768876,-0.01689044,0.004992522,-0.00727367
1697768876,-0.009907868,-0.004890663,-0.01201573
1697768876,-0.003839233,-0.0008738423,-0.01667337
1697768876,-0.004169099,-0.001974016,-0.0008430928
1697768876,-0.01366708,-0.003743236,0.01220465
1697768876,-0.008848065,0.001368308,0.01513552
1697768876,-0.003060178,-0.006355593,0.01796031
1697768876,-0.003423924,-0.01058468,0.01191274
1697768876,-0.01126618,-0.01341221,0.006069517
1697768876,-0.005198337,-0.01154196,0.00441403
1697768876,0.003147929,-0.006563361,-0.001045665
1697768876,0.00770943,-0.005699075,-0.001163653
1697768876,-0.002873005,-0.008447368,0.002120969
1697768876,-0.01030265,-0.009204313,0.006842608
1697768876,-0.01180814,-0.006991914,0.003882607
1697768876,-0.007877358,-0.005034867,0.006045345
1697768876,-0.007875913,-0.007182386,0.009046076
1697768876,-0.01151783,-0.007039309,0.01291854
1697768876,-0.01151175,-0.007036547,0.0129195
1697768876,-0.01529748,-0.009007051,0.01527462
1697768876,-0.01380171,-0.01014557,0.01672607
1697768876,-0.01248158,-0.01231768,0.01366761
1697768876,-0.01165204,-0.01023114,0.01290025
1697768876,-0.006368863,-0.009400199,0.01200408
